;Tweets;Followers;Following;Followers ratio;Listed;Replies/100derniers;Tweets with @mentions/100derniers;Tweets with #hashtags/100derniers;Retweets/100;Tweets with links/100derniers;Tweets with media/100derniers;Mot prefere;twitter;date_scrap;nom;DEPSIR
23;8355.0;8475.0;4491.0;1.89;179.0;4.0;64.0;42.0;24.0;75.0;2.0;matin;jmzulesi;01/01/2022;Jean-Marc Zulesi;1308
24;6962.0;27598.0;6858.0;4.02;529.0;3.0;50.0;34.0;27.0;68.0;4.0;france;damienabad;01/01/2022;Damien Abad;0105
25;83.0;1399.0;540.0;2.59;89.0;1.0;56.0;48.0;48.0;25.0;21.0;dputs;LeVigoureuxF;01/01/2022;Fabrice Le Vigoureux;1401
26;8260.0;7818.0;2735.0;2.86;0.0;0.0;81.0;36.0;74.0;27.0;4.0;participation;BertrandPancher;01/01/2022;Bertrand Pancher;5501
27;4859.0;4866.0;1740.0;2.8;146.0;37.0;91.0;14.0;51.0;30.0;0.0;cest;ALCattelot;01/01/2022;Anne-Laure Cattelot;5912
28;5655.0;3459.0;3900.0;0.89;125.0;5.0;57.0;30.0;36.0;59.0;7.0;tous;laqhila;01/01/2022;Mohamed Laqhila;1311
29;4111.0;4005.0;1374.0;2.91;105.0;7.0;61.0;34.0;44.0;51.0;1.0;semaine;LoicKervran18;01/01/2022;Loïc Kervran;1803
30;20757.0;14933.0;2163.0;6.9;394.0;0.0;56.0;49.0;40.0;56.0;11.0;plus;fm_lambert;01/01/2022;François-Michel Lambert;1310
31;6852.0;6710.0;4211.0;1.59;314.0;6.0;65.0;69.0;40.0;60.0;4.0;nantais;valerie_oppelt;01/01/2022;Valérie Oppelt;4402
32;8238.0;13733.0;765.0;17.95;175.0;27.0;61.0;38.0;8.0;48.0;28.0;plus;BQuestel;01/01/2022;Bruno Questel;2704
33;870.0;1336.0;665.0;2.01;31.0;1.0;55.0;30.0;39.0;64.0;1.0;loi;Bannier_G;01/01/2022;Géraldine Bannier;5302
34;4996.0;9291.0;1359.0;6.84;275.0;5.0;84.0;30.0;68.0;26.0;8.0;cest;bretonxavier;01/01/2022;Xavier Breton;0101
35;2066.0;6146.0;2289.0;2.69;142.0;2.0;48.0;40.0;38.0;61.0;3.0;plus;AbadieCaroline;01/01/2022;Caroline Abadie;3808
36;100.0;466.0;228.0;2.04;23.0;4.0;37.0;8.0;29.0;62.0;6.0;gouvernement;PierreVatinOff;01/01/2022;Pierre Vatin;6005
37;4034.0;7379.0;1595.0;4.63;153.0;2.0;27.0;43.0;2.0;79.0;4.0;ministre;clairepitollat;01/01/2022;Claire Pitollat;1302
38;1473.0;19302.0;390.0;49.49;221.0;3.0;53.0;40.0;38.0;59.0;3.0;france;Meyer_Habib;01/01/2022;Meyer Habib;099908
39;9598.0;15518.0;914.0;16.98;315.0;10.0;66.0;77.0;13.0;76.0;11.0;rendezvous;phgosselin;01/01/2022;Philippe Gosselin;5001
40;2920.0;4377.0;736.0;5.95;152.0;1.0;49.0;59.0;35.0;56.0;1.0;protection;SylvainWaserman;01/01/2022;Sylvain Waserman;6702
41;5975.0;5899.0;1641.0;3.59;105.0;2.0;94.0;32.0;88.0;12.0;10.0;cest;RKokouendoJ;01/01/2022;Rodrigue Kokouendo;7707
42;4000.0;5317.0;1683.0;3.16;96.0;11.0;72.0;41.0;43.0;50.0;4.0;matin;Cecile_Rilhac;01/01/2022;Cécile Rilhac;9503
43;5084.0;4110.0;2887.0;1.42;127.0;8.0;53.0;18.0;33.0;57.0;10.0;cette;MKaramanli72;01/01/2022;Marietta Karamanli;7202
44;575.0;2625.0;736.0;3.57;0.0;1.0;62.0;35.0;40.0;60.0;1.0;jai;JAviragnet;01/01/2022;Joël Aviragnet;3108
45;246.0;2103.0;420.0;5.01;117.0;1.0;40.0;32.0;31.0;56.0;12.0;lassemble;VincentDescoeur;01/01/2022;Vincent Descoeur;1501
46;4337.0;4259.0;2108.0;2.02;110.0;0.0;56.0;8.0;47.0;37.0;29.0;plus;VGB83;01/01/2022;Valérie Gomez-Bassac;8306
47;2903.0;22066.0;962.0;22.94;164.0;0.0;60.0;27.0;27.0;68.0;9.0;france;ChJacob77;01/01/2022;Christian Jacob;7704
48;3244.0;4081.0;3372.0;1.21;102.0;21.0;96.0;23.0;69.0;28.0;6.0;numrique;platombe;01/01/2022;Philippe Latombe;8501
49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Marie-Christine Dalloz;3902
50;3919.0;4343.0;1068.0;4.07;105.0;2.0;100.0;27.0;97.0;5.0;3.0;france;thibault_bazin;01/01/2022;Thibault Bazin;5404
51;3201.0;6021.0;1312.0;4.59;136.0;1.0;61.0;68.0;52.0;51.0;2.0;cest;DBagarry;01/01/2022;Delphine Bagarry;0401
52;3789.0;8530.0;4239.0;2.01;184.0;0.0;44.0;30.0;36.0;58.0;9.0;jai;DuboisMarianne;01/01/2022;Marianne Dubois;4505
53;1845.0;5954.0;541.0;11.01;153.0;3.0;35.0;19.0;13.0;85.0;0.0;aprs;MTabarot;01/01/2022;Michèle Tabarot;0609
54;40996.0;2331017.0;4842.0;481.42;4980.0;33.0;43.0;35.0;4.0;90.0;6.0;cest;jlmelenchon;01/01/2022;Jean-Luc Mélenchon;1304
55;2604.0;4274.0;972.0;4.4;113.0;2.0;55.0;38.0;29.0;69.0;5.0;merci;audreydufeu;01/01/2022;Audrey Dufeu;4408
56;3502.0;6224.0;2001.0;3.11;223.0;0.0;78.0;25.0;55.0;37.0;10.0;cest;florent_boudie;01/01/2022;Florent Boudié;3310
57;1110.0;1798.0;949.0;1.89;43.0;13.0;95.0;43.0;81.0;16.0;4.0;plus;beauvais2017;01/01/2022;Valérie Beauvais;5101
58;4341.0;7153.0;1165.0;6.14;143.0;6.0;56.0;55.0;32.0;61.0;5.0;ans;denis_Masseglia;01/01/2022;Denis Masséglia;4905
59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Jean-Michel Fauvergue;7708
60;775.0;2792.0;1562.0;1.79;60.0;2.0;61.0;19.0;36.0;50.0;20.0;soir;_richardramos;01/01/2022;Richard Ramos;4506
61;6222.0;25282.0;1450.0;17.44;722.0;1.0;41.0;23.0;21.0;67.0;13.0;jai;SylviaPinel;01/01/2022;Sylvia Pinel;8202
62;2786.0;3133.0;357.0;8.78;116.0;2.0;71.0;45.0;55.0;40.0;3.0;politique;RSCactu;01/01/2022;Raphaël Schellenberger;6804
63;2332.0;4476.0;1394.0;3.21;94.0;2.0;31.0;33.0;25.0;58.0;19.0;loi;famatras;01/01/2022;Fabien Matras;8308
64;9857.0;33537.0;1643.0;20.41;334.0;7.0;36.0;11.0;21.0;68.0;16.0;contre;SachaHoulie;01/01/2022;Sacha Houlié;8602
65;2053.0;5653.0;916.0;6.17;128.0;3.0;38.0;59.0;14.0;82.0;14.0;dcouvrez;CGrandjean54;01/01/2022;Carole Grandjean;5401
66;8922.0;25773.0;2335.0;11.04;198.0;4.0;75.0;17.0;70.0;26.0;6.0;gauche;BorisVallaud;01/01/2022;Boris Vallaud;4003
67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Jeanine Dubié;6502
68;3230.0;6790.0;1998.0;3.4;77.0;0.0;28.0;79.0;0.0;95.0;5.0;cest;_DidierParis;01/01/2022;Didier Paris;2105
69;2637.0;6045.0;1396.0;4.33;124.0;5.0;63.0;54.0;38.0;60.0;8.0;cest;Romeiro1L;01/01/2022;Laëtitia Romeiro Dias;9103
70;2353.0;7856.0;486.0;16.16;153.0;0.0;40.0;43.0;10.0;88.0;0.0;cest;SandrineLeFeur;01/01/2022;Sandrine Le Feur;2904
71;1181.0;2943.0;1104.0;2.67;77.0;3.0;70.0;38.0;51.0;48.0;3.0;cest;LeguilleBalloy;01/01/2022;Martine Leguille-Balloy;8504
72;1113.0;1745.0;894.0;1.95;86.0;0.0;92.0;29.0;87.0;14.0;1.0;plus;AlainDavid_AN;01/01/2022;Alain David;3304
73;2294.0;7304.0;964.0;7.58;129.0;4.0;58.0;48.0;41.0;37.0;24.0;loi;chapelierannie;01/01/2022;Annie Chapelier;3004
74;5995.0;11412.0;1865.0;6.12;143.0;0.0;70.0;24.0;65.0;39.0;4.0;loi;RixainMP;01/01/2022;Marie-Pierre Rixain;9104
75;16644.0;12163.0;1295.0;9.39;303.0;8.0;58.0;25.0;23.0;70.0;2.0;france;ConstanceLeGrip;01/01/2022;Constance Le Grip;9206
76;989.0;9191.0;32.0;287.22;74.0;0.0;30.0;45.0;19.0;59.0;9.0;france;emenard34;01/01/2022;Emmanuelle Ménard;3406
77;2585.0;3800.0;1861.0;2.04;101.0;4.0;47.0;37.0;36.0;62.0;2.0;france;marion_lenne;01/01/2022;Marion Lenne;7405
78;5546.0;10615.0;1162.0;9.14;124.0;13.0;67.0;39.0;36.0;64.0;6.0;plus;sirasylla76;01/01/2022;Sira Sylla;7604
79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Nathalie Sarles;4205
80;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;fmeunier19;0;Frédérique Meunier;1902
81;3225.0;15040.0;1306.0;11.52;317.0;2.0;87.0;27.0;68.0;39.0;9.0;loi;AndreChassaigne;01/01/2022;André Chassaigne;6305
82;13494.0;15970.0;4124.0;3.87;372.0;8.0;57.0;32.0;29.0;64.0;3.0;sport;juanico;01/01/2022;Régis Juanico;4201
83;5981.0;16077.0;4263.0;3.77;179.0;0.0;34.0;48.0;26.0;73.0;4.0;loi;sebastienjumel;01/01/2022;Sébastien Jumel;7606
84;3499.0;3975.0;1143.0;3.48;120.0;0.0;73.0;52.0;60.0;37.0;8.0;progrs;Ossoncatherine;01/01/2022;Catherine Osson;5908
85;2322.0;4891.0;2863.0;1.71;108.0;7.0;40.0;36.0;11.0;85.0;2.0;agriculteurs;GBessonMoreau;01/01/2022;Grégory Besson-Moreau;1001
86;5800.0;174630.0;3386.0;51.57;1249.0;58.0;88.0;12.0;28.0;69.0;3.0;cest;mounir;01/01/2022;Mounir Mahjoubi;7516
87;29219.0;210261.0;2668.0;78.81;1227.0;0.0;38.0;13.0;26.0;69.0;5.0;cette;ECiotti;01/01/2022;Éric Ciotti;0601
88;17193.0;20042.0;3375.0;5.94;247.0;5.0;74.0;15.0;60.0;36.0;10.0;cest;CoDubost;01/01/2022;Coralie Dubost;3403
89;56761.0;6525.0;228.0;28.62;412.0;7.0;85.0;15.0;76.0;21.0;9.0;cest;S_Trompille;01/01/2022;Stéphane Trompille;0104
90;3666.0;6531.0;1332.0;4.9;135.0;2.0;67.0;55.0;26.0;71.0;2.0;tous;Ch_Hennion;01/01/2022;Christine Hennion;9203
91;4386.0;5814.0;1607.0;3.62;117.0;1.0;52.0;23.0;32.0;57.0;7.0;cette;DamienPichereau;01/01/2022;Damien Pichereau;7201
92;3063.0;7252.0;512.0;14.16;144.0;0.0;82.0;14.0;63.0;35.0;5.0;plus;jnbarrot;01/01/2022;Jean-Noël Barrot;7802
93;3472.0;3569.0;745.0;4.79;142.0;3.0;60.0;21.0;46.0;32.0;21.0;olivier;olivier_serva;01/01/2022;Olivier Serva;097101
94;5468.0;5407.0;3475.0;1.56;122.0;5.0;67.0;36.0;27.0;65.0;7.0;contre;iflorennes92;01/01/2022;Isabelle Florennes;9204
95;2054.0;4386.0;845.0;5.19;110.0;10.0;68.0;23.0;33.0;60.0;9.0;sanitaire;IanBoucard;01/01/2022;Ian Boucard;9001
96;5059.0;7054.0;2022.0;3.49;134.0;4.0;88.0;33.0;76.0;23.0;4.0;franais;amelia_lkf;01/01/2022;Amélia Lakrafi;099910
97;3543.0;3386.0;396.0;8.55;118.0;0.0;99.0;46.0;98.0;5.0;2.0;militants;FCornutGentille;01/01/2022;François Cornut-Gentille;5202
