;Tweets;Followers;Following;Followers ratio;Listed;Replies/100derniers;Tweets with @mentions/100derniers;Tweets with #hashtags/100derniers;Retweets/100;Tweets with links/100derniers;Tweets with media/100derniers;Mot prefere;twitter;date_scrap;nom;DEPSIR
246;2801.0;5674.0;1457.0;3.89;128.0;4.0;74.0;23.0;62.0;37.0;3.0;dputs;fabiennecolboc;01/01/2022;Fabienne Colboc;3704
247;596.0;721.0;1764.0;0.41;15.0;0.0;89.0;50.0;64.0;40.0;23.0;agenda;chrisjerretie;01/01/2022;Christophe Jerretie;1901
248;2781.0;4315.0;1977.0;2.18;139.0;0.0;90.0;46.0;72.0;29.0;9.0;cest;dmartindijon;01/01/2022;Didier Martin;2101
249;1044.0;1502.0;54.0;27.81;101.0;83.0;96.0;5.0;13.0;87.0;0.0;cest;jeromelambert16;01/01/2022;Jérôme Lambert;1603
250;2353.0;1861.0;726.0;2.56;75.0;0.0;62.0;62.0;31.0;62.0;8.0;jai;AudeLuquet77;01/01/2022;Aude Luquet;7701
251;8261.0;5632.0;3656.0;1.54;133.0;0.0;73.0;22.0;63.0;40.0;6.0;nationale;Jean_LucFUGIT;01/01/2022;Jean-Luc Fugit;6911
252;3010.0;7511.0;574.0;13.09;166.0;5.0;80.0;21.0;68.0;30.0;9.0;france;HerveBerville;01/01/2022;Hervé Berville;2202
253;1019.0;2533.0;260.0;9.74;142.0;1.0;71.0;42.0;62.0;39.0;1.0;merci;ydaniel_depute;01/01/2022;Yves Daniel;4406
254;7853.0;5985.0;1177.0;5.08;115.0;5.0;70.0;38.0;50.0;49.0;9.0;cest;FGouttefarde;01/01/2022;Fabien Gouttefarde;2702
255;3385.0;3571.0;3875.0;0.92;0.0;12.0;39.0;37.0;6.0;90.0;2.0;mission;DeputeCabareP;01/01/2022;Pierre Cabaré;3101
256;9897.0;18900.0;5575.0;3.39;345.0;0.0;53.0;15.0;47.0;54.0;24.0;tout;DubyMuller;01/01/2022;Virginie Duby-Muller;7404
257;15031.0;8636.0;4619.0;1.87;224.0;4.0;73.0;67.0;25.0;70.0;10.0;jai;PatrickVignal;01/01/2022;Patrick Vignal;3409
258;9522.0;4107.0;1149.0;3.57;176.0;5.0;56.0;25.0;26.0;66.0;9.0;runion;JKrabal;01/01/2022;Jacques Krabal;0205
259;896.0;2700.0;523.0;5.16;105.0;18.0;64.0;22.0;41.0;45.0;6.0;vux;poletti_b;01/01/2022;Bérengère Poletti;0801
260;4957.0;27231.0;1374.0;19.82;283.0;5.0;54.0;41.0;36.0;62.0;3.0;lois;YaelBRAUNPIVET;01/01/2022;Yaël Braun-Pivet;7805
261;1179.0;3045.0;529.0;5.76;97.0;5.0;86.0;35.0;75.0;23.0;6.0;plus;JimmyPahun;01/01/2022;Jimmy Pahun;5602
262;455.0;2318.0;95.0;24.4;0.0;6.0;66.0;22.0;44.0;56.0;2.0;cest;becht_olivier;01/01/2022;Olivier Becht;6805
263;5927.0;2412.0;1329.0;1.81;165.0;9.0;94.0;45.0;79.0;24.0;3.0;lunanimit;MainaSage;01/01/2022;Maina Sage;098701
264;2425.0;3325.0;129.0;25.78;81.0;0.0;90.0;44.0;84.0;17.0;9.0;plus;claireopetit;01/01/2022;Claire O'Petit;2705
265;4016.0;6881.0;1442.0;4.77;172.0;1.0;64.0;46.0;16.0;84.0;4.0;plus;JCColasRoy;01/01/2022;Jean-Charles Colas-Roy;3802
266;5429.0;6135.0;1537.0;3.99;147.0;1.0;40.0;20.0;21.0;76.0;7.0;affaires;SabineThillaye;01/01/2022;Sabine Thillaye;3705
267;730.0;2577.0;365.0;7.06;79.0;0.0;51.0;37.0;36.0;63.0;3.0;cette;TrastourIsnart;01/01/2022;Laurence Trastour-Isnart;0606
268;2079.0;5270.0;332.0;15.87;116.0;0.0;53.0;77.0;51.0;49.0;2.0;heures;VincentThiebaut;01/01/2022;Vincent Thiébaut;6709
269;4502.0;5212.0;1259.0;4.14;119.0;0.0;86.0;35.0;84.0;15.0;6.0;plus;JeanPierrePont;01/01/2022;Jean-Pierre Pont;6205
270;3099.0;3663.0;313.0;11.7;128.0;1.0;41.0;35.0;23.0;72.0;5.0;jai;Anissa_Khedher;01/01/2022;Anissa Khedher;6907
271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Jean-Yves Bony;1502
272;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Frédéric Reiss;6708
273;3889.0;5445.0;1220.0;4.46;134.0;10.0;67.0;33.0;41.0;57.0;1.0;contre;RaphaelGerard17;01/01/2022;Raphaël Gérard;1704
274;2127.0;12149.0;787.0;15.44;119.0;0.0;61.0;40.0;56.0;44.0;2.0;jai;BrunoBilde;01/01/2022;Bruno Bilde;6212
275;2438.0;15170.0;346.0;43.84;180.0;3.0;34.0;47.0;6.0;89.0;2.0;cest;SabineRubinFI93;01/01/2022;Sabine Rubin;9309
276;28597.0;83074.0;2178.0;38.14;616.0;1.0;76.0;35.0;61.0;33.0;6.0;cest;ericcoquerel;01/01/2022;Éric Coquerel;9301
277;2335.0;4806.0;1528.0;3.15;131.0;3.0;40.0;72.0;14.0;81.0;2.0;jai;J_M_Jacques;01/01/2022;Jean-Michel Jacques;5606
278;7267.0;9953.0;2953.0;3.37;157.0;1.0;48.0;55.0;28.0;73.0;2.0;rencontre;GuillaumeChiche;01/01/2022;Guillaume Chiche;7901
279;2793.0;4839.0;1679.0;2.88;147.0;0.0;76.0;22.0;64.0;36.0;13.0;cette;trudigoz;01/01/2022;Thomas Rudigoz;6901
280;6469.0;9487.0;595.0;15.94;145.0;2.0;98.0;41.0;94.0;7.0;7.0;cest;3807Limon;01/01/2022;Monique Limon;3807
281;7595.0;21447.0;3316.0;6.47;451.0;0.0;25.0;29.0;12.0;84.0;4.0;contre;guillaumegarot;01/01/2022;Guillaume Garot;5301
282;5881.0;5054.0;2194.0;2.3;117.0;2.0;79.0;24.0;74.0;30.0;8.0;cest;JCLarsonneur;01/01/2022;Jean-Charles Larsonneur;2902
283;12310.0;5586.0;2973.0;1.88;195.0;18.0;55.0;41.0;17.0;80.0;0.0;cest;erwanbalanant;01/01/2022;Erwan Balanant;2908
284;270.0;2240.0;263.0;8.52;74.0;1.0;71.0;32.0;64.0;37.0;2.0;matin;emmanuel_maquet;01/01/2022;Emmanuel Maquet;8003
285;4718.0;9895.0;672.0;14.72;165.0;0.0;53.0;38.0;40.0;49.0;14.0;cette;stephane1peu;01/01/2022;Stéphane Peu;9302
286;1232.0;4066.0;2210.0;1.84;101.0;4.0;58.0;32.0;22.0;69.0;3.0;colloque;BHammouche5708;01/01/2022;Brahim Hammouche;5708
287;1084.0;4092.0;2726.0;1.5;0.0;45.0;58.0;5.0;0.0;87.0;3.0;cest;MichelZumkeller;01/01/2022;Michel Zumkeller;9002
288;3641.0;5000.0;1378.0;3.63;119.0;2.0;66.0;58.0;49.0;55.0;2.0;cest;F_Charvier;01/01/2022;Fannette Charvier;2501
289;5766.0;9951.0;2242.0;4.44;101.0;14.0;71.0;19.0;46.0;41.0;11.0;sans;FabienDiFilippo;01/01/2022;Fabien Di Filippo;5704
290;8715.0;36071.0;603.0;59.82;266.0;22.0;52.0;9.0;3.0;71.0;8.0;comme;JulienAubert84;01/01/2022;Julien Aubert;8405
291;2625.0;4419.0;947.0;4.67;108.0;5.0;72.0;57.0;41.0;53.0;5.0;matin;ainakuric;01/01/2022;Aina Kuric;5102
292;22911.0;26751.0;4016.0;6.66;496.0;11.0;63.0;28.0;26.0;61.0;5.0;contre;pybournazel;01/01/2022;Pierre-Yves Bournazel;7518
293;7341.0;20755.0;2284.0;9.09;355.0;3.0;79.0;32.0;58.0;44.0;5.0;plus;Valerie_Rabault;01/01/2022;Valérie Rabault;8201
294;2117.0;3473.0;1104.0;3.15;93.0;1.0;54.0;56.0;18.0;83.0;0.0;cest;AFBrunet_4403;01/01/2022;Anne-France Brunet;4403
295;1054.0;4690.0;522.0;8.98;82.0;2.0;73.0;16.0;60.0;37.0;10.0;groupe;pacolombani;01/01/2022;Paul-André Colombani;2A02
296;6240.0;35070.0;498.0;70.42;362.0;0.0;23.0;29.0;8.0;81.0;9.0;vie;Fabien_Roussel;01/01/2022;Fabien Roussel;5920
297;3432.0;6713.0;3387.0;1.98;131.0;0.0;80.0;28.0;27.0;71.0;4.0;tous;BenoitSimian;01/01/2022;Benoit Simian;3305
298;4191.0;40379.0;2320.0;17.4;378.0;0.0;65.0;55.0;31.0;68.0;4.0;plus;GillesLeGendre;01/01/2022;Gilles Le Gendre;7502
299;6029.0;4965.0;1584.0;3.13;117.0;4.0;66.0;49.0;51.0;48.0;4.0;maire;ChrisCloarec;01/01/2022;Christine Cloarec-Le Nabour;3505
300;3944.0;3068.0;614.0;5.0;34.0;12.0;52.0;18.0;34.0;58.0;4.0;franais;mjidelguerrab;01/01/2022;M'jid El Guerrab;099909
301;788.0;3914.0;176.0;22.24;171.0;8.0;83.0;36.0;75.0;22.0;4.0;liberts;jmclement86;01/01/2022;Jean-Michel Clément;8603
302;12997.0;75575.0;1440.0;52.48;387.0;1.0;46.0;27.0;29.0;64.0;7.0;ans;mathildepanot;01/01/2022;Mathilde Panot;9410
303;9630.0;11824.0;504.0;23.46;333.0;1.0;86.0;24.0;79.0;25.0;3.0;cest;BrunoBonnellOff;01/01/2022;Bruno Bonnell;6906
304;7072.0;5832.0;2003.0;2.91;157.0;1.0;52.0;6.0;30.0;69.0;2.0;plus;cpiresbeaune;01/01/2022;Christine Pires Beaune;6302
305;4085.0;7605.0;1079.0;7.05;150.0;23.0;58.0;41.0;24.0;67.0;1.0;budget;alexIholroyd;01/01/2022;Alexandre Holroyd;099903
306;2773.0;4724.0;1370.0;3.45;122.0;26.0;83.0;30.0;50.0;42.0;5.0;cest;M_MeynierM;01/01/2022;Marjolaine Meynier-Millefert;3810
307;576.0;2012.0;157.0;12.82;141.0;1.0;12.0;30.0;11.0;82.0;1.0;ministre;JCBOUCHET;01/01/2022;Jean-Claude Bouchet;8402
308;1659.0;3470.0;813.0;4.27;107.0;1.0;40.0;31.0;11.0;80.0;9.0;retz;YHaury44;01/01/2022;Yannick Haury;4409
309;7996.0;5486.0;1111.0;4.94;128.0;22.0;90.0;26.0;60.0;39.0;5.0;cest;GaelLeBohec;01/01/2022;Gaël Le Bohec;3504
310;1913.0;3071.0;1109.0;2.77;165.0;0.0;11.0;1.0;8.0;91.0;0.0;jai;Fred_Barbier;01/01/2022;Frédéric Barbier;2504
311;31111.0;2673.0;339.0;7.88;200.0;0.0;100.0;29.0;99.0;6.0;11.0;tous;josypoueyto;01/01/2022;Josy Poueyto;6401
312;9339.0;3709.0;1431.0;2.59;195.0;7.0;77.0;42.0;30.0;64.0;6.0;merci;phbolo;01/01/2022;Philippe Bolo;4907
313;3945.0;4223.0;978.0;4.32;0.0;70.0;82.0;15.0;6.0;24.0;6.0;cest;DiardEric;01/01/2022;Éric Diard;1312
314;8784.0;36909.0;2233.0;16.53;401.0;6.0;49.0;31.0;32.0;52.0;17.0;france;GLarrive;01/01/2022;Guillaume Larrivé;8901
315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Patrice Perrot;5802
316;4215.0;9207.0;1353.0;6.8;163.0;6.0;63.0;49.0;36.0;58.0;5.0;cest;cfabreAN;01/01/2022;Catherine Fabre;3302
317;1199.0;1172.0;554.0;2.12;59.0;1.0;34.0;24.0;28.0;67.0;4.0;runion;NadiaRamassamy;01/01/2022;Nadia Ramassamy;097406
318;2152.0;5165.0;366.0;14.11;111.0;1.0;44.0;24.0;31.0;55.0;7.0;cest;pdharreville;01/01/2022;Pierre Dharréville;1313
319;2814.0;7110.0;2261.0;3.14;122.0;11.0;57.0;34.0;3.0;83.0;6.0;merci;stephanie_rist;01/01/2022;Stéphanie Rist;4501
320;4901.0;22124.0;2123.0;10.42;266.0;1.0;29.0;15.0;6.0;91.0;0.0;france;huguesrenson;01/01/2022;Hugues Renson;7513
321;4045.0;5911.0;1038.0;5.69;122.0;0.0;59.0;60.0;36.0;63.0;6.0;plus;LabaronneDaniel;01/01/2022;Daniel Labaronne;3702
322;3171.0;2797.0;1039.0;2.69;89.0;1.0;45.0;19.0;23.0;68.0;1.0;jai;DeputeCausse;01/01/2022;Lionel Causse;4002
323;4697.0;6964.0;885.0;7.87;135.0;7.0;52.0;28.0;30.0;68.0;4.0;calendrier;ThierryMichels;01/01/2022;Thierry Michels;6701
324;8151.0;2729.0;1241.0;2.2;99.0;0.0;84.0;50.0;77.0;26.0;8.0;retrouvez;fgranjus;01/01/2022;Florence Granjus;7812
325;5723.0;15356.0;107.0;143.51;212.0;2.0;50.0;25.0;28.0;63.0;7.0;cest;AurelienPradie;01/01/2022;Aurélien Pradié;4601
326;3001.0;7549.0;785.0;9.62;142.0;2.0;52.0;38.0;17.0;77.0;7.0;heureux;JMaireofficiel;01/01/2022;Jacques Maire;9208
327;23261.0;282574.0;471.0;599.94;1901.0;0.0;17.0;43.0;13.0;78.0;5.0;plus;dupontaignan;01/01/2022;Nicolas Dupont-Aignan;9108
328;1429.0;1445.0;1047.0;1.38;62.0;2.0;88.0;21.0;71.0;29.0;5.0;cest;isabellerauch;01/01/2022;Isabelle Rauch;5709
329;1221.0;6236.0;745.0;8.37;118.0;1.0;83.0;30.0;59.0;39.0;6.0;cest;benoitpotterie;01/01/2022;Benoit Potterie;6208
330;1535.0;3635.0;1162.0;3.13;99.0;1.0;74.0;39.0;52.0;46.0;3.0;loi;christophe_p;01/01/2022;Paul Christophe;5914
331;1569.0;2392.0;978.0;2.45;82.0;10.0;46.0;30.0;13.0;83.0;2.0;enfants;marietamarelle;01/01/2022;Marie Tamarelle-Verhaeghe;2703
332;1767.0;7680.0;2073.0;3.7;138.0;10.0;57.0;32.0;29.0;64.0;2.0;matin;patrice_anato;01/01/2022;Patrice Anato;9303
333;875.0;4676.0;481.0;9.72;120.0;0.0;62.0;28.0;55.0;47.0;3.0;ministre;F_Lardet;01/01/2022;Frédérique Lardet;7402
334;16791.0;18726.0;14427.0;1.3;263.0;1.0;78.0;62.0;73.0;29.0;2.0;cette;Sebastien_Nadot;02/01/2022;Sébastien Nadot;3110
335;3576.0;7400.0;1401.0;5.28;0.0;0.0;80.0;48.0;59.0;45.0;5.0;loi;demoulinem;02/01/2022;Nicolas Démoulin;3408
336;705.0;2954.0;323.0;9.15;112.0;9.0;64.0;59.0;19.0;80.0;2.0;cette;JulienBorowczyk;02/01/2022;Julien Borowczyk;4206
337;3212.0;5596.0;995.0;5.62;117.0;3.0;71.0;29.0;48.0;49.0;7.0;cest;AVFreschi;02/01/2022;Alexandre Freschi;4702
338;2022.0;14782.0;1173.0;12.6;167.0;9.0;70.0;26.0;47.0;51.0;10.0;pnale;NaimaMoutchou;02/01/2022;Naïma Moutchou;9504
339;3225.0;10419.0;2138.0;4.87;0.0;5.0;69.0;46.0;37.0;63.0;5.0;plus;BCouillard33;02/01/2022;Bérangère Couillard;3307
340;1956.0;6216.0;3364.0;1.85;130.0;1.0;34.0;42.0;22.0;69.0;12.0;matin;CMUSCHOTTI;02/01/2022;Cécile Muschotti;8302
341;2244.0;3078.0;858.0;3.59;157.0;6.0;97.0;42.0;89.0;5.0;2.0;cest;HervePellois;02/01/2022;Hervé Pellois;5601
342;1858.0;3201.0;1641.0;1.95;118.0;3.0;67.0;49.0;52.0;49.0;5.0;cest;EPoulliat;02/01/2022;Éric Poulliat;3306
343;8316.0;47813.0;2063.0;23.18;604.0;0.0;87.0;26.0;80.0;20.0;6.0;france;G_Peltier;02/01/2022;Guillaume Peltier;4102
344;27193.0;118786.0;2156.0;55.1;872.0;10.0;58.0;31.0;39.0;47.0;9.0;cest;alexiscorbiere;02/01/2022;Alexis Corbière;9307
345;5631.0;10169.0;9862.0;1.03;151.0;1.0;79.0;42.0;67.0;32.0;1.0;cette;VincentLedoux59;02/01/2022;Vincent Ledoux;5910
346;3127.0;27193.0;1180.0;23.04;212.0;9.0;57.0;26.0;40.0;51.0;8.0;contre;elsafaucillon;02/01/2022;Elsa Faucillon;9201
347;13614.0;20930.0;1871.0;11.19;230.0;31.0;55.0;7.0;15.0;67.0;0.0;cette;moreaujb23;02/01/2022;Jean-Baptiste Moreau;2301
348;3971.0;2879.0;149.0;19.32;186.0;0.0;100.0;0.0;100.0;99.0;23.0;2019;PhilippeGomesCE;02/01/2022;Philippe Gomès;098802
349;569.0;2108.0;115.0;18.33;119.0;2.0;19.0;7.0;15.0;47.0;34.0;cest;didierquentin;02/01/2022;Didier Quentin;1705
350;2176.0;6481.0;2033.0;3.19;135.0;1.0;29.0;20.0;12.0;84.0;5.0;france;eguerelLREM;02/01/2022;Émilie Guerel;8307
351;10022.0;128307.0;1115.0;115.07;909.0;1.0;32.0;23.0;19.0;77.0;7.0;cest;Clem_Autain;02/01/2022;Clémentine Autain;9311
352;1492.0;3567.0;232.0;15.38;99.0;1.0;43.0;30.0;34.0;61.0;6.0;plus;Alain_Bruneel;02/01/2022;Alain Bruneel;5916
353;18852.0;13043.0;3517.0;3.71;214.0;3.0;52.0;43.0;15.0;83.0;1.0;plus;marinebrenier;02/01/2022;Marine Brenier;0605
354;161.0;1351.0;126.0;10.72;71.0;0.0;18.0;40.0;18.0;77.0;3.0;aujourdhui;VRolland73;02/01/2022;Vincent Rolland;7302
355;2436.0;2256.0;397.0;5.68;99.0;10.0;75.0;17.0;32.0;60.0;12.0;presse;GarciaLaxou;02/01/2022;Laurent Garcia;5402
356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Gérard Menuel;1003
357;1621.0;6158.0;590.0;10.44;123.0;1.0;63.0;53.0;45.0;55.0;6.0;mission;MARSAUDSandra;02/01/2022;Sandra Marsaud;1602
358;4289.0;19393.0;1036.0;18.72;231.0;4.0;75.0;29.0;56.0;44.0;5.0;cest;MESNIERThomas;02/01/2022;Thomas Mesnier;1601
359;1984.0;1296.0;298.0;4.35;41.0;3.0;75.0;40.0;66.0;36.0;4.0;cest;dep_cubertafon;02/01/2022;Jean-Pierre Cubertafon;2403
360;10213.0;6725.0;1480.0;4.54;0.0;1.0;78.0;40.0;66.0;35.0;4.0;plus;MoniqueIborra;02/01/2022;Monique Iborra;3106
361;2792.0;9341.0;1343.0;6.96;191.0;0.0;100.0;18.0;100.0;5.0;16.0;kong;bernardreynes;02/01/2022;Bernard Reynès;1315
362;4642.0;4247.0;1513.0;2.81;180.0;4.0;29.0;32.0;9.0;59.0;19.0;matin;MORELPIERRE;02/01/2022;Pierre Morel-À-L'Huissier;4801
363;1836.0;5670.0;393.0;14.43;112.0;15.0;40.0;6.0;10.0;69.0;12.0;clermont;MaximeMinot;02/01/2022;Maxime Minot;6007
364;2156.0;7976.0;1215.0;6.56;127.0;6.0;70.0;36.0;42.0;53.0;4.0;tout;JFMBAYE;02/01/2022;Jean François Mbaye;9402
365;3312.0;2759.0;665.0;4.15;105.0;2.0;69.0;33.0;55.0;47.0;10.0;plus;nadiaessayan;02/01/2022;Nadia Essayan;1802
366;5077.0;8809.0;629.0;14.0;139.0;2.0;64.0;39.0;45.0;51.0;5.0;cest;EmilieCChalas;02/01/2022;Émilie Chalas;3803
367;3933.0;4055.0;2245.0;1.81;155.0;4.0;51.0;36.0;41.0;55.0;3.0;loi;ceciluntermaier;02/01/2022;Cécile Untermaier;7104
368;786.0;6514.0;235.0;27.72;215.0;0.0;19.0;12.0;11.0;67.0;19.0;jai;GillesCarrez;02/01/2022;Gilles Carrez;9405
369;12332.0;74622.0;1545.0;48.3;472.0;1.0;35.0;58.0;28.0;68.0;5.0;faut;Deputee_Obono;02/01/2022;Danièle Obono;7517
370;3356.0;5813.0;863.0;6.74;119.0;4.0;91.0;32.0;79.0;22.0;6.0;france;JLeclabart;02/01/2022;Jean-Claude Leclabart;8004
371;3820.0;7256.0;899.0;8.07;124.0;0.0;59.0;39.0;48.0;50.0;4.0;plus;MRobert_11;02/01/2022;Mireille Robert;1103
372;120.0;299.0;18.0;16.61;52.0;0.0;3.0;2.0;3.0;94.0;0.0;ils;AVilliers2017;02/01/2022;André Villiers;8902
373;72.0;166.0;62.0;2.68;32.0;2.0;34.0;40.0;17.0;20.0;32.0;gap;pascaleboyer05;02/01/2022;Pascale Boyer;0501
374;438.0;5996.0;246.0;24.37;111.0;1.0;45.0;40.0;37.0;62.0;1.0;contre;DeputeRatenon;02/01/2022;Jean-Hugues Ratenon;097405
375;3291.0;4503.0;1545.0;2.91;120.0;1.0;38.0;33.0;9.0;82.0;9.0;aujourdhui;StephaneBuchou;02/01/2022;Stéphane Buchou;8503
376;17932.0;9392.0;9088.0;1.03;269.0;0.0;100.0;36.0;99.0;21.0;6.0;contre;G_ROUILLARD;02/01/2022;Gwendal Rouillard;5605
377;1996.0;3957.0;1521.0;2.6;100.0;6.0;41.0;40.0;17.0;80.0;2.0;femmes;V_Faure_Muntian;02/01/2022;Valéria Faure-Muntian;4203
378;10711.0;6568.0;1202.0;5.46;204.0;0.0;74.0;21.0;61.0;40.0;12.0;cest;fdumasdeputee;02/01/2022;Françoise Dumas;3001
379;4688.0;14469.0;3491.0;4.14;213.0;3.0;55.0;31.0;27.0;67.0;8.0;france;PA_Anglade;02/01/2022;Pieyre-Alexandre Anglade;099904
380;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Florence Lasserre;6405
381;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Claire Guion-Firmin;097701
382;1267.0;1866.0;495.0;3.77;109.0;14.0;67.0;28.0;56.0;34.0;3.0;dput;jeromenury;02/01/2022;Jérôme Nury;6103
383;1719.0;3214.0;546.0;5.89;99.0;3.0;76.0;36.0;62.0;38.0;3.0;plus;XavierRoseren;02/01/2022;Xavier Roseren;7406
384;2938.0;4532.0;841.0;5.39;141.0;1.0;35.0;86.0;13.0;87.0;3.0;l#hrault;JFEliaou;02/01/2022;Jean-François Eliaou;3404
385;8100.0;4476.0;2232.0;2.01;100.0;0.0;85.0;28.0;72.0;26.0;11.0;fin;DinoCinieri;02/01/2022;Dino Cinieri;4204
386;3985.0;6269.0;1097.0;5.71;146.0;1.0;48.0;23.0;34.0;61.0;7.0;cest;RaconCathy;02/01/2022;Cathy Racon-Bouzon;1305
387;2140.0;4682.0;1374.0;3.41;121.0;5.0;69.0;47.0;45.0;54.0;2.0;franais;PascalBoisLaREM;02/01/2022;Pascal Bois;6003
388;7929.0;8078.0;1978.0;4.08;133.0;14.0;71.0;41.0;35.0;58.0;2.0;mieux;npouzyreff78;02/01/2022;Natalia Pouzyreff;7806
389;3495.0;4177.0;1027.0;4.07;179.0;5.0;59.0;66.0;8.0;79.0;11.0;merci;VeroLouwagie;02/01/2022;Véronique Louwagie;6102
390;2039.0;1384.0;17.0;81.41;77.0;1.0;4.0;1.0;3.0;95.0;0.0;dput;MaxMathiasin;02/01/2022;Max Mathiasin;097103
391;529.0;2025.0;232.0;8.73;112.0;9.0;73.0;24.0;36.0;62.0;1.0;trs;antoineherth;02/01/2022;Antoine Herth;6705
392;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Rémi Delatte;2102
393;6538.0;10283.0;2522.0;4.08;158.0;15.0;38.0;20.0;16.0;74.0;6.0;plus;dumasfrederique;02/01/2022;Frédérique Dumas;9213
394;10262.0;9236.0;4701.0;1.96;219.0;15.0;55.0;18.0;18.0;74.0;6.0;cest;al_petel;02/01/2022;Anne-Laurence Petel;1314
395;8554.0;35370.0;1659.0;21.32;417.0;10.0;56.0;35.0;18.0;73.0;4.0;merci;LaetitiaAvia;02/01/2022;Laetitia Avia;7508
396;2916.0;3671.0;1030.0;3.56;141.0;5.0;81.0;45.0;71.0;25.0;6.0;lanave;GiseleBiemouret;02/01/2022;Gisèle Biémouret;3202
397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;josette_manin;0;Josette Manin;097201
398;590.0;630.0;77.0;8.18;52.0;0.0;98.0;34.0;100.0;6.0;1.0;cette;nicole_sanquer;02/01/2022;Nicole Sanquer;098702
399;2111.0;7320.0;619.0;11.83;158.0;4.0;31.0;15.0;8.0;91.0;1.0;prix;anthonycellier;02/01/2022;Anthony Cellier;3003
400;831.0;1777.0;230.0;7.73;54.0;13.0;53.0;39.0;24.0;66.0;9.0;mayotte;Kamardine_M;02/01/2022;Mansour Kamardine;097602
401;2229.0;2967.0;498.0;5.96;102.0;2.0;73.0;45.0;47.0;53.0;2.0;cest;bru_vincent;02/01/2022;Vincent Bru;6406
402;157.0;1583.0;239.0;6.62;79.0;0.0;65.0;51.0;50.0;40.0;9.0;matin;JL_Reitzer;02/01/2022;Jean-Luc Reitzer;6803
403;14022.0;27566.0;3824.0;7.21;467.0;1.0;98.0;12.0;97.0;7.0;23.0;france;solere92;02/01/2022;Thierry Solère;9209
404;11366.0;9571.0;1560.0;6.14;165.0;24.0;77.0;14.0;47.0;48.0;4.0;cest;AGenetet;02/01/2022;Anne Genetet;099911
405;391.0;3629.0;907.0;4.0;106.0;20.0;74.0;34.0;41.0;53.0;2.0;visite;HenrietPierre;02/01/2022;Pierre Henriet;8505
406;37144.0;131015.0;1224.0;107.04;706.0;0.0;68.0;54.0;63.0;32.0;10.0;rendezvous;AQuatennens;02/01/2022;Adrien Quatennens;5901
407;5209.0;16186.0;1151.0;14.06;213.0;0.0;73.0;26.0;38.0;53.0;13.0;candidats;AnnieGenevard;02/01/2022;Annie Genevard;2505
408;8974.0;6285.0;2775.0;2.26;266.0;4.0;63.0;73.0;33.0;64.0;1.0;cest;AlbaneGaillot;02/01/2022;Albane Gaillot;9411
409;854.0;6794.0;939.0;7.24;211.0;14.0;61.0;21.0;32.0;56.0;5.0;cette;OlivierFalorni;02/01/2022;Olivier Falorni;1701
410;3548.0;3470.0;397.0;8.74;98.0;15.0;77.0;31.0;49.0;51.0;4.0;cest;MonicaMichel_Of;02/01/2022;Monica Michel-Brassart;1316
411;786.0;1943.0;595.0;3.27;91.0;5.0;83.0;31.0;81.0;20.0;5.0;plus;LDumontDeputee;02/01/2022;Laurence Dumont;1402
412;2333.0;5097.0;667.0;7.64;115.0;13.0;61.0;45.0;34.0;67.0;4.0;rapport;BeaudouinSo;02/01/2022;Sophie Beaudouin-Hubiere;8701
413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Jean-Louis Touraine;6903
414;4439.0;3211.0;423.0;7.59;120.0;0.0;75.0;23.0;68.0;30.0;1.0;jai;etoututpicard;02/01/2022;Élisabeth Toutut-Picard;3107
415;1634.0;5232.0;488.0;10.72;129.0;3.0;57.0;47.0;24.0;66.0;8.0;cette;NicoleLePeih;02/01/2022;Nicole Le Peih;5603
416;8887.0;8378.0;1315.0;6.37;167.0;0.0;90.0;32.0;76.0;25.0;4.0;ans;brunostuder67;02/01/2022;Bruno Studer;6703
417;25307.0;9643.0;5024.0;1.92;569.0;5.0;77.0;48.0;67.0;29.0;7.0;cest;dbaichere;02/01/2022;Didier Baichère;7801
418;8045.0;8446.0;1562.0;5.41;197.0;3.0;55.0;45.0;25.0;67.0;5.0;tous;LMaillart;02/01/2022;Laurence Maillart-Méhaignerie;3502
419;3807.0;7953.0;1010.0;7.87;139.0;1.0;84.0;28.0;76.0;24.0;3.0;plus;beatricepiron;02/01/2022;Béatrice Piron;7803
420;71.0;407.0;106.0;3.84;38.0;2.0;16.0;17.0;2.0;13.0;10.0;victorin;HeleneVainqueur;02/01/2022;Hélène Vainqueur-Christophe;097104
