nom;% Voix/Ins_T2;% Voix/Exp_T2;% Voix/Exp_T1;% Voix/Ins_T1;P13_pop;P13_pop0002;P13_pop0305;P13_pop0610;P13_pop1117;P13_pop1824;P13_pop2539;P13_pop4054;P13_pop5564;P13_pop6579;P13_pop80p;P13_pop0019;P13_pop2064;P13_pop65P;P13_poph;P13_h0019;P13_h2064;P13_h65p;P13_popf;P13_f0019;P13_f2064;P13_f65p;P13_pop_fr;P13_pop_etr;P13_Pop15P;C13_Pop15P_cs1;C13_Pop15P_cs2;C13_Pop15P_cs3;C13_Pop15P_cs4;C13_Pop15P_cs5;C13_Pop15P_cs6;C13_Pop15P_cs7;C13_Pop15P_cs8;C13_H15P;C13_H15P_cs1;C13_H15P_cs2;C13_H15P_cs3;C13_H15P_cs4;C13_H15P_cs5;C13_H15P_cs6;C13_H15P_cs7;C13_H15P_cs8;C13_F15P;C13_F15P_cs1;C13_F15P_cs2;C13_F15P_cs3;C13_F15P_cs4;C13_F15P_cs5;C13_F15P_cs6;C13_F15P_cs7;C13_F15P_cs8;sexe;nb_mandats;ancrage_local;Tweets;Followers;Following;Listed;Replies/100derniers;Tweets with @mentions/100derniers;Tweets with #hashtags/100derniers;Retweets/100;Tweets with links/100derniers;Tweets with media/100derniers;age;duree_mandat (sem);semaines_presence/duree_mandat (sem);amendements_adoptes/duree_mandat (sem);amendements_proposes/duree_mandat (sem);amendements_signes/duree_mandat (sem);commission_interventions/duree_mandat (sem);commission_presences/duree_mandat (sem);hemicycle_interventions/duree_mandat (sem);hemicycle_interventions_courtes/duree_mandat (sem);propositions_ecrites/duree_mandat (sem);propositions_signees/duree_mandat (sem);questions_ecrites/duree_mandat (sem);questions_orales/duree_mandat (sem);rapports/duree_mandat (sem);_Agriculteurs exploitants;_Anciens agriculteurs exploitants;_Anciens artisans, commerçants, chefs d'entreprise;_Anciens cadres et professions intermédiaires;_Anciens employés et ouvriers;_Artisans;_Cadres d'entreprise;_Cadres de la fonction publique, professions intellectuelles et  artistiques;_Chefs d'entreprise de 10 salariés ou plus;_Commerçants et assimilés;_Contremaîtres, agents de maîtrise;_Employés administratifs d'entreprise;_Employés de commerce;_Employés de la fonction publique;_Inactifs divers (autres que retraités);_Ouvriers agricoles;_Ouvriers qualifiés;_Professions intermédiaires administratives et commerciales des entreprises;_Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés;_Professions libérales et assimilés;_Sans profession déclarée;_AE;_GDR;_LFI;_LR;_LREM;_LT;_MODEM;_NI;_SOC;_UDI
Jean-Jacques Ferrara;24.13;64.99;0.12;0.06;74186.468388664;1.8750168495403443;2.87385760116464;4.670692583506321;7.354487369584557;6.66702612352735;18.13684522686221;21.87744318334996;13.437845415577062;15.89518237942469;7.2062114145526115;18.69624996630092;58.20100827649421;23.1013937939773;35848.9024475701;20.199174291452803;58.655991966079;21.1448337424682;38337.5659411013;17.291389519263376;57.77708219213814;24.93152828859848;93.88294287331844;6.117057126681584;64143.3628591281;0.6048984300703116;4.315357872254182;6.694417161654428;13.706873704067474;19.468998955458897;9.862338836661834;26.66697846998113;18.67390050356235;30607.1639967111;1.0259091057601204;6.420099977129415;8.083118240925279;13.34008560133303;12.317443722024374;18.028555559185808;27.372823210376712;13.398895677459404;33536.1988624176;0.2206583969465649;2.3914599236641223;5.424021946564885;14.038645038167935;25.992962786259543;2.4063692748091605;26.02278148854962;23.48819179389313;1;2;0;142.0;1400.0;176.0;72.0;0.0;72.0;21.0;67.0;23.0;31.0;55;236.85714285714286;0.5066344993968637;0.6248492159227985;0.899276236429433;21.88238841978287;0.413751507840772;0.7008443908323281;0.24065138721351026;0.04221954161640531;0.008443908323281062;0.5235223160434258;0.16043425814234016;0.04221954161640531;0.021109770808202654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Paul-André Colombani;28.75;55.22;0.12;0.06;75047.5316113016;2.0453848921342623;3.2752808240169498;5.377963143096993;7.864404972883659;6.758431382999987;17.783522326009034;21.72505230055832;13.066478340240115;15.018588351299853;7.078230975255506;20.647061174997003;57.25345450184551;22.098151824856423;36596.5805359432;22.11170619739862;57.6893649579189;20.19619630560717;38450.9510753802;19.253576072821847;56.83745123537061;23.90897269180754;88.98956653830267;11.010433461697335;63606.9802748216;0.9999056692764834;6.139357922208596;4.185139766688677;10.414111876238092;19.35666446561645;12.21111215923026;26.643712857277613;20.04527874728799;30579.5168541366;1.6154877530331273;8.989829621635764;4.898786749076164;10.605317374668893;10.755747408352136;22.59720723372249;26.838680139965337;13.689133065175444;33027.4634206803;0.4299512520059345;3.5001665304145093;3.5243891361613224;10.237078753746934;27.3170436309686;2.5948466406273654;26.460168952675083;25.92727162624519;1;1;0;1054.0;4690.0;522.0;82.0;2.0;73.0;16.0;60.0;37.0;10.0;55;236.85714285714286;0.4644149577804584;1.1948130277442701;4.124849215922798;36.203256936067554;0.6586248492159228;0.5657418576598311;1.0808202653799759;0.16043425814234016;0.008443908323281062;0.24065138721351026;0.1942098914354644;0.0548854041013269;0.004221954161640531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
Michel Castellani;27.7;60.81;0.12;0.06;91819.0000000307;2.197802197802198;3.370762042714471;5.454208823881768;7.657456517714199;6.915779958396411;18.68785327655496;21.87782485106568;13.181367690782952;13.993835698493776;6.658752545769395;20.582885895076185;58.76234766224856;20.65258824426317;44177.8517713909;22.33288815446952;59.26613396111099;18.398714263078077;47641.1482286016;18.95846014987091;58.294326315568526;22.743015469868396;91.56601574837453;8.432895152419434;77621.7619498298;0.5294958838458664;5.306553638834852;6.333337627703843;12.031537857023228;17.768387420929905;10.413419048968708;24.89532471882609;22.719367181561694;36710.6479523858;0.7981476436938164;7.932443475892128;7.624625442658677;12.500681013347862;10.087169708526288;19.773903568509944;25.129392536093707;16.142740397711794;40911.1139974519;0.2859866539561487;2.9503067634621494;5.172203074967613;11.608124954168805;24.658404829996822;2.0116838991958157;24.685292464129454;28.620664368996117;1;1;1;1258.0;7756.0;180.0;101.0;1.0;42.0;10.0;22.0;67.0;15.0;77;236.85714285714286;0.6079613992762364;1.3214716525934862;5.260554885404101;40.518094089264174;1.6085645355850422;1.0386007237635706;4.618817852834741;0.4010856453558504;0.016887816646562123;0.18576598311218334;0.22798552472858866;0.08866103739445115;0.012665862484921592;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Jean-Félix Acquaviva;32.29;63.16;0.12;0.06;79155.0000000072;1.9341797738614117;2.805887183374392;4.798180784536669;6.803107826416524;8.543995957298971;17.580696102583538;20.241298717705767;13.626429157981176;16.101320194554987;7.5585875813277745;18.5522076937654;57.78535784220833;23.65990777588276;39680.4481005552;18.76764112903226;59.669858870967744;21.55997983870968;39474.551899431;18.336119977706844;55.88995288037696;25.77139382884937;89.05059693007391;10.948139725854336;68570.5168522526;1.903164649263526;5.709493947790579;3.7348694764474257;8.919352486510137;17.790578970395217;11.124398424967188;28.06329298527053;22.74901560449176;34312.7655163041;2.8240848682676614;7.94765679645605;4.275472138027512;8.845301935183027;12.345535089764514;19.707391000233155;28.20296106318489;15.842853812077406;34257.7513359456;0.9808214379542868;3.4649852584873164;3.193507896196398;8.99378229267011;23.241965145809612;2.525031380447792;27.924219867472345;29.66692938669469;1;1;1;4409.0;9717.0;1546.0;129.0;3.0;57.0;31.0;27.0;71.0;11.0;49;236.85714285714286;0.5319662243667068;1.249698431845597;4.943908323281061;37.63449939686369;0.9457177322074789;0.629071170084439;2.0392038600723765;0.3293124246079614;0.008443908323281062;0.2322074788902292;0.37575392038600725;0.05066344993968637;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Didier Martin;22.3;54.14;0.12;0.06;109963.730672461;2.103434791702664;2.8864254340096216;4.820712421450852;7.110573556559934;11.415657994052545;19.88941734947209;18.311613906495825;13.025290324927475;12.95708556514464;7.477969862590143;19.68480307012359;59.87923210534453;20.43505542773478;51889.181590646;21.42072500915416;61.294301296999365;17.283046503112413;58074.5490817814;18.133760374694354;58.61487068223301;23.25136894307263;94.62000854832988;5.379082054873003;94831.1537078518;0.102287226750746;3.0253819953390773;12.344064704579726;16.25523299343042;15.126909976695384;9.218504497474454;26.851978783309256;17.073530807436388;44022.9136866204;0.1612829948662032;4.924810322111672;14.96978783335605;16.203262005360955;8.191358866021535;16.257780200808686;23.892599154967968;15.392303848075962;50808.2400212211;0.0492048496299795;1.3777357896394269;10.067312234293812;16.29861439143442;21.134467013068807;3.117619272555503;29.416627302786964;18.53054637065029;1;2;0;2781.0;4315.0;1977.0;139.0;0.0;90.0;46.0;72.0;29.0;9.0;66;236.85714285714286;0.6501809408926418;5.750301568154403;1.5367913148371533;15.068154402895054;0.7515078407720145;1.3299155609167672;0.548854041013269;0.22376357056694812;0.0;0.2195416164053076;0.19843184559710494;0.025331724969843185;0.025331724969843185;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Rémi Delatte;20.87;52.44;0.12;0.06;109806.276714348;2.255796586707466;3.3295084057337485;5.557073383968089;7.405788390434038;14.024734531810648;20.69741179899095;18.260386499826968;11.607744567692112;11.029451942516802;5.8275504070815805;21.789337558967635;61.35183869733895;16.857913046645905;53259.4669418534;22.71540960213297;62.6842411611183;14.60034923674872;56546.8097724957;20.915714639408623;60.097973331446966;18.984543557457645;94.15696774311056;5.842121559841903;92995.8770813991;0.5570191945803538;2.923813108231625;9.255336308403676;15.658906392816816;16.187967095005106;11.973762030216678;23.101242002258186;20.33872788859616;44860.5813550761;0.9674543022737404;4.413731609451627;11.098974587605886;15.430227374052608;8.72046366473473;20.38341506910388;21.188140882746325;17.790905037895676;48135.2957263141;0.1724317025033759;1.5352653993975278;7.5371351407499745;15.872026591877011;23.145320452892907;4.136283369689416;24.882102420276304;22.71112496104705;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66;236.85714285714286;0.5530759951749096;0.612183353437877;0.40530759951749096;20.088057901085644;0.3926417370325693;0.962605548854041;0.21109770808202655;0.09288299155609167;0.021109770808202654;0.9161640530759951;0.22376357056694812;0.037997587454764774;0.012665862484921592;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Fadila Khattabi;24.92;65.31;0.12;0.06;106804.992613288;2.398786562301037;3.47739785026778;6.100895097561889;8.92007789970413;10.26646942062095;17.568630388374967;20.649039361821657;13.184899441968463;12.155911763604358;5.274147035691547;23.797797835287067;58.771207070896224;17.430058799295907;51426.2623932653;25.306265313265666;59.28713102321783;15.404659121844984;55378.7302199862;22.39698075047853;58.29210155657481;19.30911192170176;94.8176098273473;5.18239017265271;88397.2667205983;0.3122277905358779;2.3903526137764857;6.992318743848773;15.066122153466749;17.78906523977058;14.76973200447979;25.521228095976102;17.155559577813726;42040.193980304;0.5447193149381542;3.613225499524263;8.90104662226451;14.807326355851568;8.494291151284491;24.75023786869648;24.324452901998097;14.55756422454805;46357.0727403052;0.0992298897685355;1.279202709407425;5.261341329249088;15.298660396488126;26.216105442543736;5.718661690791035;26.60439631555105;19.511616368617467;0;1;0;7699.0;3844.0;1537.0;158.0;9.0;78.0;14.0;49.0;49.0;2.0;60;236.85714285714286;0.6839565741857659;5.610977080820265;0.4601930036188178;10.972858866103739;0.5235223160434258;1.258142340168878;0.5995174909529554;0.15621230398069963;0.0;0.206875753920386;0.10554885404101327;0.046441495778045835;0.004221954161640531;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Didier Paris;21.11;53.78;0.12;0.06;113411.999999936;2.187618484979411;3.400904674149774;6.293040357637267;8.968265864863197;6.599007150981826;16.393471532743735;21.76861151034732;13.600091701863134;13.489873116364372;7.296470360017987;23.093879782384423;56.11889499254923;20.78722522506635;55701.7735440985;24.29399831241809;57.46395935441016;18.240247033266908;57710.2264559284;21.9338069658638;54.81892219719286;23.243805233061863;97.1360802744002;2.8639197255998097;94381.6528420108;2.2621078395015948;4.383297485722762;5.803074771405262;12.754685794810396;15.899386529068352;16.626227736514764;29.37667539017387;12.890306311651708;46079.9709047234;3.474467761887193;6.224093404804791;7.235400073786323;12.094446494064542;6.122094663512663;27.11647388181167;27.18374964734478;10.538423142863342;48301.6819372892;1.1034968220119667;2.625204447112896;4.4346907931512805;13.384816049357156;25.227220968509968;6.616840231051118;31.46932775718929;15.1321918800853;1;1;0;3230.0;6790.0;1998.0;77.0;0.0;28.0;79.0;0.0;95.0;5.0;68;236.85714285714286;0.5995174909529554;5.564535585042219;1.2919179734620023;8.629674306393245;2.1363088057901085;1.0512665862484922;1.9083232810615198;1.0006031363088057;0.0;0.19843184559710494;0.05066344993968637;0.016887816646562123;0.05910735826296743;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Bruno Joncour;24.75;60.04;0.12;0.06;124734.000000067;2.172623342472782;3.615694197251752;6.117818718232399;8.68808825179983;8.54859140250453;16.14235092276364;19.88070614267161;13.758878894287044;13.87432456266936;7.19851844725576;23.32804207353248;55.598313210511975;21.072843009925123;59296.9543483117;25.249595250944413;57.06118456556935;17.68922018348624;65437.0456517244;21.58564726378043;54.2735761113743;24.139248437428364;97.210063014094;2.7891352798755755;103856.555282455;0.5873517177630566;3.254506239408412;6.807502696040673;13.911569865968264;16.597018949314435;12.862039747342472;30.44985364350639;15.525342782313972;48528.7293081576;0.949967029343884;5.17433234421365;8.368364655456643;14.1279261457303;7.492581602373888;22.308770194526872;27.373887240356083;14.19798878997692;55327.8259743105;0.2675004970448424;1.5706617022430278;5.438574294648182;13.722052524084082;24.582934191262854;4.576427422415819;33.14837240407035;16.688054656858313;1;2;0;1166.0;2162.0;365.0;131.0;0.0;77.0;17.0;66.0;43.0;10.0;69;236.85714285714286;0.5361881785283474;2.837153196622437;0.0;13.176718938480096;0.37997587454764775;0.7768395657418576;0.0971049457177322;0.04221954161640531;0.0;0.1519903498190591;0.19843184559710494;0.025331724969843185;0.016887816646562123;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Hervé Berville;27.73;64.17;0.12;0.06;122217.999999995;2.1420915257288264;3.4561476717641573;6.10717003362871;8.515182012322345;5.420686156590327;14.934910855281998;19.465377157023983;14.456254039945344;16.788171858252127;8.711554039127126;22.09921696654312;52.40023891929928;25.5005441141576;58860.093601756;23.560992184845396;53.98742779476724;22.44818212708121;63357.9063982471;20.73961835314172;50.92412835203687;28.334674937260285;98.34147459027794;1.6585254097220516;101722.211221426;1.987770590432748;4.3392776390554655;4.819016535262775;11.752619885570477;14.79227699022827;14.084465504020764;36.304830813393366;11.916792827510273;48574.7942522866;2.896611355869395;6.143204183307942;6.406719644254127;11.938485609585376;5.873512578745832;22.923786387779472;33.371762671387984;10.439741425453947;53147.4169691278;1.1571678551940845;2.6887688862964985;3.3661354356784017;11.581086420682258;22.94391028656368;6.0041018307712575;38.986208064425085;13.2650949253956;1;1;0;3010.0;7511.0;574.0;166.0;5.0;80.0;21.0;68.0;30.0;9.0;32;236.85714285714286;0.5361881785283474;4.010856453558504;0.6417370325693607;6.518697225572979;0.2659831121833534;0.5361881785283474;0.9161640530759951;0.9119420989143546;0.0;0.2322074788902292;0.08021712907117008;0.021109770808202654;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Marc Le Fur;29.58;54.32;0.12;0.06;117967.000000019;2.4778115913772494;3.830732323446388;6.716285062771791;8.954199055668111;6.194105131095984;16.719082455262914;20.16835216628379;12.957013402053116;13.83183432654895;8.145498317326032;24.10504632651504;53.91507794552714;21.97818033856926;58530.8062747684;24.882966000341707;55.97129677088672;19.14573722877157;59436.1937252368;23.33770778652669;51.89110976512551;24.76781748435292;97.31704629260726;2.682106012698467;96275.9354714744;3.608413399117112;3.4744222279927293;3.585562191638535;11.31757984938977;14.005712801869644;18.96442482472085;32.84861075045443;12.191119189820826;47439.3200168522;5.261493707708847;4.989565547334472;4.21172453044963;11.395687092898248;4.707097535782795;28.78433356521006;29.920529522123147;10.723244587786422;48836.6154546265;2.002621017282333;2.002621017282333;2.977311819149808;11.24170693750512;23.03628470800229;9.425423867638628;35.69293144401671;13.617003849619133;1;1;0;3821.0;14055.0;1629.0;358.0;2.0;38.0;57.0;18.0;76.0;7.0;66;236.85714285714286;0.6544028950542823;1.6423401688781665;20.168275030156813;71.89143546441495;1.1525934861278648;1.241254523522316;28.81483715319662;111.42581423401688;0.1942098914354644;2.3431845597104943;0.7261761158021712;0.05066344993968637;0.037997587454764774;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Yannick Kerlogot;22.94;50.49;0.12;0.06;106438.000000059;2.056596328378962;3.3550047915218246;5.813713147560081;8.220748229015953;6.24401059771886;14.773858960145814;19.591687179390817;14.652661643398035;16.064751310622146;9.22320975591424;21.587215092354235;53.12388432702606;25.287961066536383;51520.7666829529;22.64169254658385;55.47360248447205;21.8847049689441;54917.2333170784;20.5983575213504;50.91865906731977;28.48116248156309;96.98979687705518;3.009263608861497;89251.9644884938;3.624609248075652;3.891272926913984;3.7960358987574367;10.38755868281588;13.896763061478303;14.768461978017053;35.50996627488768;14.121970622177905;42802.137505095;5.025466099714967;5.499743002663427;4.6890332227466;10.258866408111771;5.277790757441241;24.358674828279053;32.83491425634316;12.046166067006215;46449.8269833968;2.3315894852418784;2.409093844862107;2.9710004521087643;10.50614652629766;21.83900622187776;5.93123640982583;37.97283041615536;16.03479084587397;1;2;1;1735.0;1977.0;771.0;92.0;1.0;68.0;29.0;58.0;36.0;7.0;52;236.85714285714286;0.620627261761158;4.842581423401689;0.2322074788902292;13.864897466827502;0.3588661037394451;0.9034981905910736;0.3039806996381182;0.07177322074788903;0.0;0.2744270205066345;0.07599517490952955;0.029553679131483716;0.016887816646562123;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Éric Bothorel;28.18;66.41;0.12;0.06;125728.000000037;1.6925426317129042;2.896729447696615;5.413273097480275;8.202627895138711;6.065474675489947;12.62089590226521;19.201768897938408;15.278219648765589;19.412541359124457;9.211949605497583;20.4385657928226;50.93535250699923;28.62449096462204;60295.8135261695;22.29206401857534;52.841860850816815;24.86441661829339;65432.1864738377;18.730896197579167;49.179300648000975;32.089803154419855;98.72979765843726;1.269406973784678;107551.418470338;1.4179319578618514;4.016699054402097;6.831177766826901;10.596833130328868;13.55635930860708;9.96922390307854;39.30600366337831;14.302981841173024;51055.0521715487;2.217216727059054;5.715404955440211;9.491724610713936;10.351581627656447;6.001371070414259;17.024777201057685;36.826951327000295;12.363137792576632;56496.3662987885;0.6956244689889549;2.481591617105636;4.425092041914472;10.8184650240725;20.381973945058057;3.591404701217785;41.54453412630983;16.054233928065702;1;1;1;35424.0;12056.0;3142.0;766.0;35.0;77.0;22.0;32.0;40.0;15.0;56;236.85714285714286;0.5784077201447527;5.450542822677925;1.3172496984318456;10.863088057901086;0.9541616405307599;1.0723763570566949;0.5995174909529554;0.7599517490952955;0.004221954161640531;0.2322074788902292;0.06332931242460796;0.012665862484921592;0.046441495778045835;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Jean-Baptiste Moreau;23.32;58.23;0.12;0.06;120871.999999959;1.6017076056291415;2.5862282929735008;4.765411058070175;7.103440858435853;5.739176477401528;13.145419496818922;20.20170264165929;15.80610733757477;17.741228251607087;11.30461400997758;17.866982154528383;53.08552092726957;29.04666958989336;58830.1454969544;19.04470508244093;55.34421213666497;25.607683154852968;62041.8545030463;16.75021356844667;50.94211892135846;32.3060556728615;96.46565346526462;3.534346534735379;105000.87511677;4.519047619047619;3.722857142857143;3.9104761904761904;9.527619047619048;15.319047619047618;11.543809523809523;38.94095238095238;12.514285714285714;50720.7855183045;7.003154574132492;5.376577287066247;4.43217665615142;8.805205047318612;6.67192429022082;20.5205047318612;36.12184542586751;11.060725552050474;54280.0895984709;2.196020633750921;2.175755342667649;3.421149594694178;10.20081061164333;23.39719970523213;3.1540162122328663;41.575165806927046;13.870670596904938;1;1;1;13614.0;20930.0;1871.0;230.0;31.0;55.0;7.0;15.0;67.0;0.0;45;236.85714285714286;0.5995174909529554;5.083232810615199;1.5790108564535585;8.798552472858866;3.867310012062726;1.0470446320868516;3.5759951749095293;1.5916767189384802;0.004221954161640531;0.20265379975874548;0.008443908323281062;0.021109770808202654;0.037997587454764774;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Philippe Chassaing;22.76;52.53;0.12;0.06;105553.000000051;1.966784458992165;2.8971227724460697;5.322444648659915;7.619868691557796;7.856716531031804;15.628167839852964;19.721845897321725;14.015707748713917;15.938912205242865;9.029587032107091;20.186067662690785;54.84353831724347;24.96849923734996;50103.835048539;21.912859509410616;56.37786160509351;21.707282997026127;55449.164951472;18.626124907572724;53.45632923948133;27.915742393911525;96.54581110911109;3.4532414995310416;90095.4957368936;0.4917032021754814;3.547366668516566;5.121260891281425;12.179366224540765;17.59809090404573;12.086131305843832;34.07736278372829;14.895388201343026;42175.3676234798;0.7208061647895673;5.320687611144042;6.468286899822169;11.826911677534085;9.294605809128631;21.10491997628927;31.57320687611144;13.68583283935981;47920.1281134158;0.2900667779632721;1.986644407345576;3.9336393989983303;12.487479131886476;24.90609348914858;4.148580968280467;36.27921535893155;15.95993322203673;1;1;0;408.0;1271.0;305.0;53.0;8.0;88.0;32.0;70.0;26.0;3.0;50;236.85714285714286;0.5446320868516284;4.466827503015682;0.4559710494571773;7.6417370325693605;0.2997587454764777;0.8866103739445115;0.22798552472858866;0.025331724969843185;0.0;0.20265379975874548;0.0548854041013269;0.025331724969843185;0.037997587454764774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
Michel Delpon;27.08;66.32;0.12;0.06;109506.000000022;1.844647781856702;2.876554709330996;5.36043687103903;7.9383778057823315;5.4928497068653765;13.90060818585283;19.87927602140522;15.488649023797782;17.656566763465015;9.555640786806205;19.95050499516008;52.83454787865504;27.213120742242435;52565.9362482339;21.17949205745268;53.72015599733663;25.09844953866641;56940.0637517667;18.81629785739375;52.01615735862312;29.16578854935019;95.06511058754772;4.93397622048107;93623.5176905122;2.1404996635442144;4.9571152387767965;3.750146865620627;10.163100947416767;15.671362806148062;12.749003984063744;36.54871132093609;14.016854832680004;44346.4705924326;3.114147837459974;7.349028097235376;4.638524331394038;9.610787895187842;6.631939746538583;21.248816127722904;35.71686285121544;11.67861813917828;49277.0470980861;1.264281510643911;2.8025245043326503;2.948637295289892;10.658116362603243;23.804208860117296;5.097712928952655;37.29528989183595;16.121111268949004;1;1;0;1600.0;2132.0;66.0;103.0;4.0;17.0;51.0;12.0;82.0;3.0;73;236.85714285714286;0.5361881785283474;4.458383594692401;0.3166465621230398;10.3437876960193;0.2575392038600724;0.8317249698431846;0.14354644149577805;0.025331724969843185;0.0;0.1773220747889023;0.08866103739445115;0.021109770808202654;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Jean-Pierre Cubertafon;24.74;51.0;0.12;0.06;88639.0000000247;1.4858019607621926;2.41767167950902;4.751858662665418;7.090558332111148;4.888367422917677;12.53624251176119;20.282268527397644;16.143007028508897;19.244350680851543;11.154232335653608;17.506966459459157;52.09219418089103;30.39858301650515;43075.6539514011;18.65351131746953;53.83633197910621;27.507835171213003;45563.3460485928;16.42121897153392;50.44443956719268;33.13214669797862;94.44601134940602;5.55286047902165;77497.8703536416;2.4839671213079213;5.2479450817451;3.062054014994129;8.391292566163852;14.372169245261109;14.2418416196756;40.4712440481567;11.72819593016504;37456.1207965017;3.558842375053396;7.480777445536095;3.708351131994874;7.85454933788979;5.85753951302862;23.085753951302863;38.39972234087997;10.0491243058522;40041.7495571357;1.4784845533328337;3.159261756699383;2.4549836417671886;8.890886840987987;22.337104467920383;5.966384455932669;42.40653330336405;13.298868659623883;1;2;1;1984.0;1296.0;298.0;41.0;3.0;75.0;40.0;66.0;36.0;4.0;74;236.85714285714286;0.5615199034981906;2.934258142340169;0.9794933655006032;15.806996381182147;0.44330518697225574;0.8063932448733414;0.40952955367913146;0.10132689987937274;0.0;0.2195416164053076;0.4813027744270205;0.06332931242460796;0.004221954161640531;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Jacqueline Dubois;25.07;56.2;0.12;0.06;113211.00000001;1.7692627041541902;2.855729566914876;5.200908038971478;7.949757532395261;5.200908038971478;13.815795284910475;21.251468496877514;15.623040163941669;17.30927206720195;9.020324880091158;19.64031763697874;54.028318802943176;26.3304802536856;54956.1121376875;20.79845694737608;55.05677269087997;24.14113108668753;58254.8878623099;18.546365914786968;53.0573007862121;28.39461667868301;94.42280343782848;5.5763132557790325;97363.8054106885;2.3643478528804573;5.494900526894201;4.003574253053007;10.806980064295471;15.351827696352824;13.25041340139478;36.36391647751199;12.358904306564094;47121.4447561673;3.450690774813777;8.185310158952484;4.694297659217758;10.343583540247447;6.466331359691008;21.389613972538783;35.38761910825322;10.076186838140108;50242.3606545311;1.345487838859918;2.971617371919908;3.353767764022133;11.239600334381592;23.685362843835836;5.616814617252499;37.279566896222285;14.499820867003702;0;1;0;6936.0;2473.0;432.0;127.0;2.0;70.0;40.0;62.0;36.0;3.0;65;236.85714285714286;0.5657418576598311;4.4372738238841976;0.8106151990349819;11.61881785283474;1.773220747889023;1.0723763570566949;0.5615199034981906;0.14354644149577805;0.0;0.24065138721351026;0.2744270205066345;0.029553679131483716;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Fannette Charvier;20.13;53.49;0.12;0.06;117888.088673646;2.4243349619978285;3.792582790445168;6.093071389793703;8.339271172638437;12.991992399565689;18.904383821932683;19.118146036916396;12.027517643865364;11.124117806731814;5.181188925081433;24.162764657980457;59.53023208469055;16.305306731813246;57174.6006807957;25.17927729387484;60.77762619372442;14.03959841886172;60713.4879929093;23.204256090128965;58.35488280928301;18.43756691318169;93.78902008686212;6.210131650380022;97283.1421967064;0.4101436016570213;2.8977313610805586;8.854578908956343;15.086911382255892;15.859913859564363;12.42560365120319;22.96598583514077;21.49399175601081;46733.6112327907;0.6526437421094301;4.643399738942503;10.769691652579548;14.507949414760448;8.274666723728414;20.482314424496607;20.873900669762264;19.789014186977084;50549.5309639202;0.1859581791924667;1.2839027478288392;7.084215315832163;15.622465330669252;22.87087776217136;4.977348711151556;24.900591505272114;23.06870561237611;0;1;0;3641.0;5000.0;1378.0;119.0;2.0;66.0;58.0;49.0;55.0;2.0;38;236.85714285714286;0.5784077201447527;4.378166465621231;0.5657418576598311;9.583835946924005;0.7092882991556092;0.7852834740651387;0.4981905910735826;0.20265379975874548;0.0;0.2195416164053076;0.13510253317249699;0.033775633293124246;0.008443908323281062;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
