nom;% Voix/Ins_T2;% Voix/Exp_T2;% Voix/Exp_T1;% Voix/Ins_T1;P13_pop;P13_pop0002;P13_pop0305;P13_pop0610;P13_pop1117;P13_pop1824;P13_pop2539;P13_pop4054;P13_pop5564;P13_pop6579;P13_pop80p;P13_pop0019;P13_pop2064;P13_pop65P;P13_poph;P13_h0019;P13_h2064;P13_h65p;P13_popf;P13_f0019;P13_f2064;P13_f65p;P13_pop_fr;P13_pop_etr;P13_Pop15P;C13_Pop15P_cs1;C13_Pop15P_cs2;C13_Pop15P_cs3;C13_Pop15P_cs4;C13_Pop15P_cs5;C13_Pop15P_cs6;C13_Pop15P_cs7;C13_Pop15P_cs8;C13_H15P;C13_H15P_cs1;C13_H15P_cs2;C13_H15P_cs3;C13_H15P_cs4;C13_H15P_cs5;C13_H15P_cs6;C13_H15P_cs7;C13_H15P_cs8;C13_F15P;C13_F15P_cs1;C13_F15P_cs2;C13_F15P_cs3;C13_F15P_cs4;C13_F15P_cs5;C13_F15P_cs6;C13_F15P_cs7;C13_F15P_cs8;sexe;nb_mandats;ancrage_local;Tweets;Followers;Following;Listed;Replies/100derniers;Tweets with @mentions/100derniers;Tweets with #hashtags/100derniers;Retweets/100;Tweets with links/100derniers;Tweets with media/100derniers;age;duree_mandat (sem);semaines_presence/duree_mandat (sem);amendements_adoptes/duree_mandat (sem);amendements_proposes/duree_mandat (sem);amendements_signes/duree_mandat (sem);commission_interventions/duree_mandat (sem);commission_presences/duree_mandat (sem);hemicycle_interventions/duree_mandat (sem);hemicycle_interventions_courtes/duree_mandat (sem);propositions_ecrites/duree_mandat (sem);propositions_signees/duree_mandat (sem);questions_ecrites/duree_mandat (sem);questions_orales/duree_mandat (sem);rapports/duree_mandat (sem);_Agriculteurs exploitants;_Anciens agriculteurs exploitants;_Anciens artisans, commerçants, chefs d'entreprise;_Anciens cadres et professions intermédiaires;_Anciens employés et ouvriers;_Artisans;_Cadres d'entreprise;_Cadres de la fonction publique, professions intellectuelles et  artistiques;_Chefs d'entreprise de 10 salariés ou plus;_Commerçants et assimilés;_Contremaîtres, agents de maîtrise;_Employés administratifs d'entreprise;_Employés de commerce;_Employés de la fonction publique;_Inactifs divers (autres que retraités);_Ouvriers agricoles;_Ouvriers qualifiés;_Professions intermédiaires administratives et commerciales des entreprises;_Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés;_Professions libérales et assimilés;_Sans profession déclarée;_AE;_GDR;_LFI;_LR;_LREM;_LT;_MODEM;_NI;_SOC;_UDI
Catherine Pujol;21.19;50.56;0.12;0.06;120382.118538018;2.0866907012676315;3.30531142529614;5.870478975262083;8.520376800518351;6.658802811051485;15.049592131714045;19.589307371533952;13.699722549882871;17.32817198584506;7.88739180276121;22.03983984316592;52.74293499028094;25.21556378860627;57195.3305171776;23.57024215403444;53.14625404318559;23.281755398199145;63186.7880207231;20.65330927737157;52.37869148229039;26.966416611274653;95.07650645445332;4.922662856573242;100699.993556234;1.0109335743155343;4.458832759014489;4.249297411096435;10.831289287877736;16.130249555606312;10.799511415207698;34.73122871130796;17.78667116853196;47077.9609197962;1.6207489857042716;6.589204919599805;5.510121715487393;10.402107186099368;8.103744928521358;18.977419971535998;34.69847271491386;14.093931219066636;53622.0326364427;0.4736861735854686;2.586624892767894;3.142366938942972;11.208086233262469;23.175189287978814;3.6179180187236577;34.759986572675395;21.02868225728246;0;2;1;18808.0;3257.0;1333.0;53.0;0.0;70.0;29.0;67.0;29.0;8.0;62;74.14285714285714;0.3371868978805395;0.04046242774566474;0.7552986512524085;8.1868978805395;0.0;0.16184971098265896;0.45857418111753373;0.026974951830443163;0.013487475915221581;0.04046242774566474;0.45857418111753373;0.013487475915221581;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
Laurence Gayte;22.28;59.31;0.12;0.06;119071.719578104;2.1550167547093757;3.545783608099369;6.283645891946822;8.94592302071873;7.267932578041672;16.80341980834964;20.429827581862924;12.396805267445474;14.231005030611987;7.9372811179884275;23.13577613356737;54.69509788277583;22.168286148600416;57136.9302202082;25.30103612433492;55.37664519742369;19.32231867824139;61934.7893579148;21.138631446378405;54.067232860787286;24.794135692834303;93.6642843345567;6.335715665443307;98609.7637626967;0.9765842874382662;4.269387175612774;5.051263069293878;12.160147653865266;16.202375036761353;11.677433094342302;29.782271395105926;19.878510075145268;46579.6683287614;1.4062131003241805;6.219540994868932;6.054230447197235;12.23512741793512;9.010498293222268;20.217265291225655;28.396917065630436;16.453766718907662;52030.0954339346;0.5919661733615222;2.5216221410724584;4.151451085911974;12.091101287718624;22.640784162982893;4.030367095906208;31.02248702671536;22.942533153949647;0;1;0;2200.0;1639.0;777.0;71.0;2.0;40.0;31.0;30.0;64.0;5.0;57;236.85714285714286;0.5235223160434258;4.867913148371532;0.2870928829915561;10.348009650180941;0.2575392038600724;0.8486127864897467;0.15621230398069963;0.05066344993968637;0.0;0.24065138721351026;0.08021712907117008;0.012665862484921592;0.008443908323281062;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Sébastien Cazenove;22.86;57.97;0.12;0.06;118457.999999966;1.7381834758604386;2.822965295423656;5.242408637733523;7.762310374228623;5.8173007926927065;13.720590594055226;20.08492533155491;14.412824906928254;18.754484749740413;9.639784900850096;19.490616848307823;52.11426931291524;28.395113838776943;56726.2964917156;21.0644149067447;52.94221344709656;25.99160878609456;61731.7035082696;18.042798593899334;51.35345288428829;30.603748521812378;94.89266147209536;5.10733852790464;101726.486599997;0.9220848160745532;5.166820675146963;4.501307433694434;10.80549711971374;15.499478992587932;10.397538485736192;37.85364606885162;14.850677309635689;48425.649454509;1.3526071244192048;7.417656169334022;5.7201858544140425;10.810531750129066;7.083118224057822;18.39339184305627;37.28033040784718;11.93598347960764;53300.8371454801;0.5309568480300187;3.1219512195121952;3.393996247654784;10.799249530956848;23.14634146341464;3.1313320825515945;38.37523452157598;17.49718574108818;1;1;1;301.0;1127.0;913.0;4.0;6.0;72.0;21.0;58.0;26.0;19.0;46;236.85714285714286;0.5572979493365501;4.682147165259349;1.089264173703257;13.590470446320868;0.28287092882991555;0.7979493365500603;0.09288299155609167;0.016887816646562123;0.0;0.22798552472858866;0.8063932448733414;0.021109770808202654;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Thierry Michels;21.79;59.95;0.12;0.06;126528.236651352;2.755121396054628;3.976194992412746;6.0049949418310575;7.697900859888721;15.392640364188164;24.374841932220537;17.182757966616087;9.791508598887203;8.3854957005564;4.433801213960546;23.81607233181588;63.36305007587253;12.820087253414265;60019.3693249024;24.9371032506373;64.40293906929472;10.658291541012014;66508.8673264358;22.80327178685271;62.42557286341493;14.769651771215493;84.37104830551341;15.628161355589276;104747.347387404;0.0248217132710244;2.459258976390732;14.483469693642778;13.829513017079249;14.914030950767089;10.713433320286022;16.767067314577027;26.804586288867466;49163.6897746625;0.0284766999572849;3.7711286943433073;17.590464373614303;13.09114578036328;9.456298435815553;17.82844822325733;14.87297357769054;23.352928014970608;55583.6576127423;0.019790223629527;1.2989583145925914;11.73380350107047;14.481046363096633;19.73984851483367;4.418617203101668;18.44268931148013;29.85805012323912;1;1;1;4697.0;6964.0;885.0;135.0;7.0;52.0;28.0;30.0;68.0;4.0;62;236.85714285714286;0.6079613992762364;5.319662243667069;0.7937273823884198;11.433051869722558;0.6628468033775633;1.2454764776839566;0.3250904704463209;0.016887816646562123;0.008443908323281062;0.20265379975874548;0.033775633293124246;0.033775633293124246;0.025331724969843185;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Sylvain Waserman;20.84;58.53;0.12;0.06;131733.67009314;2.282647476334707;3.320352531256405;5.237108393492899;7.02253801249497;16.052925235134705;22.82267920718423;17.011682721869235;10.68069504224454;10.195622964633008;5.369952859192457;21.205013170579885;63.22789278312951;15.566334935058034;62509.4690296193;22.64473915756131;64.25634708601962;13.097313986785904;69224.2010635059;19.904946261412228;62.29775800300473;17.79585114989021;87.61358201817312;12.385658870594307;112111.425737473;0.0205153820766918;2.0791893748160306;11.158583903452827;14.349171802945296;15.372264987378582;11.22458991535175;20.16394466198678;25.628172079456967;52290.9907411534;0.0363358194683495;3.224325874928285;13.798049340218016;13.687129470262;9.554408108624976;18.90610059284758;18.032128514056225;22.75578504494167;59820.4349963115;0.0066867268472082;1.078234704112337;8.851554663991976;14.92644600468071;20.458040789033767;4.510197258441993;22.026078234704112;28.13774657305249;1;1;0;2920.0;4377.0;736.0;152.0;1.0;49.0;59.0;35.0;56.0;1.0;55;236.85714285714286;0.6544028950542823;3.9813027744270206;1.519903498190591;14.47708082026538;1.287696019300362;1.1441495778045838;21.88238841978287;97.97044632086852;0.016887816646562123;0.1519903498190591;0.413751507840772;0.0548854041013269;0.029553679131483716;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Bruno Studer;20.81;59.77;0.12;0.06;115893.093255527;2.7016299517658533;3.738793542319209;5.927881752996298;8.127324342281241;9.501005237589846;20.29458207139344;19.97100773989801;12.029199347674147;12.17070918864815;5.534415365897853;23.035040942938743;59.25810877274728;17.705124554546003;55240.9211899164;24.929398986241853;59.97646632874728;15.092324402606808;60652.1720656131;21.30844819626723;58.60482754072414;20.08507551276133;87.86639400136332;12.132743133752683;96235.1606084723;0.0218215825842988;2.4907777835506835;9.962072011222528;14.172598327012;16.833792279316256;13.052423754351327;24.322751597651585;19.139606172390504;45089.4223662312;0.0354853733726629;3.825766816740225;12.5063762780279;13.63303688260995;8.647341923750803;22.304775000554457;22.36909223979241;16.671471977644213;51145.7382422501;0.0078209013588816;1.3139114282921107;7.71727441587643;14.646593019845538;24.051226903900677;4.895884250659888;26.04555675041548;21.315866653631836;1;1;0;8887.0;8378.0;1315.0;167.0;0.0;90.0;32.0;76.0;25.0;4.0;44;236.85714285714286;0.6966224366706876;4.086851628468033;0.4010856453558504;7.097104945717732;3.10313630880579;1.503015681544029;1.0048250904704463;2.6133896260554885;0.008443908323281062;0.206875753920386;0.04221954161640531;0.021109770808202654;0.046441495778045835;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Martine Wonner;22.06;55.86;0.12;0.06;121690.000000002;2.130002465280631;3.4300271180869424;5.957761525186951;8.574246035006986;7.35064508176514;17.224094009368066;22.420905579751828;14.60350069849618;13.125975840249817;5.179554605965979;22.389678691757744;59.30396910181609;18.305530446215798;59044.0836682071;23.877108596978523;59.37436488042815;16.746832870401736;62645.9163317798;20.988107590390296;59.23697022906856;19.774922180541143;96.12622236831292;3.872955871476703;101732.87216832;0.4767428144536625;3.2939488066685016;11.880234341210238;17.20599221483899;15.952699249007196;11.005386702315889;26.249361066331144;13.932685880548892;48726.2645577307;0.7408775602347822;5.044534745310512;15.225957394409557;16.073554159996718;7.390304970652219;18.65533801256003;25.487419447522885;11.373804539670813;53006.6076105939;0.2320492019771347;1.682828359053692;8.802777044108215;18.24699090668981;23.823718069652493;3.971248537901369;26.94977927027129;16.28494887371241;0;1;0;2945.0;102813.0;635.0;470.0;43.0;55.0;30.0;0.0;83.0;3.0;58;236.85714285714286;0.5741857659831122;3.635102533172497;2.7569360675512664;22.469240048250903;0.7388419782870929;0.8401688781664656;1.7605548854041013;0.37575392038600725;0.004221954161640531;0.31242460796139926;0.18576598311218334;0.05066344993968637;0.004221954161640531;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Antoine Herth;18.76;54.14;0.12;0.06;133686.999999931;2.334575048995408;3.779004533010188;6.212318417784958;8.858818425265174;7.409900812351331;18.32802238080278;22.887213320766573;13.144981523869363;11.740945199946143;5.301228251275377;23.56791287045764;59.38916565683766;17.0429214727047;66069.3658858903;24.456250283794216;60.33237978477046;15.20985636228791;67617.634114155;22.69843382581304;58.4660662259491;18.83254211219072;96.2307197462711;3.769280253728887;110747.308002286;0.8686465547599485;2.887662871229017;7.266111045897405;15.390936097591808;15.798170605072825;18.651521034429827;25.64132662735785;13.49201332767479;53911.8489266697;1.389326853517835;4.262580920405855;9.517538164753018;15.4884902895513;5.729813952625624;29.062714473855056;24.32713175418745;10.216838864053718;56835.4590756147;0.3747690683557667;1.583531274742676;5.130641330166271;15.29867159320841;25.347057271047767;8.774522741268584;26.888361045130644;16.597167238497406;1;1;1;529.0;2025.0;232.0;112.0;9.0;73.0;24.0;36.0;62.0;1.0;59;236.85714285714286;0.5193003618817853;1.781664656212304;1.0048250904704463;24.960193003618816;0.6628468033775633;0.7261761158021712;0.5995174909529554;0.18576598311218334;0.008443908323281062;0.40530759951749096;0.2617611580217129;0.033775633293124246;0.016887816646562123;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Philippe Meyer;25.87;62.6;0.12;0.06;120686.999999914;2.092206221102696;3.3815024112158825;5.90706461395688;8.914869993205508;7.403509934872313;17.08068872943009;23.387136867573705;13.753045092222791;12.544951361384088;5.532538985466417;22.657971927149795;59.263709129476496;18.077490346850507;59663.9416907215;23.62603288470241;60.39086200827983;15.983105107017751;61023.0583092874;21.71148583321043;58.160038018452056;20.1251986955738;96.37406161443748;3.625938385562534;100636.478250303;0.539568345323741;3.351683294248579;8.116379824317342;15.26094041893557;16.110536984776818;16.8498350490878;26.20533407528121;13.562740967447038;49288.5123632854;0.7628631715630579;4.83079045609479;10.52994643726668;15.421603635773412;6.908375263755884;26.312692744684306;24.78290861873073;10.444732997889952;51347.9658870449;0.3252380859641264;1.9300056478470016;5.79975461078544;15.105069429567452;24.94206087989561;7.766763394161296;27.57123103589304;16.554034315539372;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53;79.28571428571429;0.3531531531531531;0.6558558558558558;1.4378378378378378;28.668468468468465;0.0;0.30270270270270266;0.554954954954955;0.13873873873873874;0.0;0.3279279279279279;0.16396396396396395;0.05045045045045045;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Patrick Hetzel;24.39;62.61;0.12;0.06;110280.000000001;2.146354733405876;3.408596300326442;5.912223431265868;8.562749365252085;6.858904606456292;16.946862531737395;22.675009067827347;14.231048240841496;12.790170475154152;6.46354733405876;22.209829524845848;58.53463910047153;19.25462459194777;54546.465388882;23.11810215231181;60.04839951600484;16.83349833168335;55733.5346111027;21.321299768539287;57.05237471515978;21.62453124719645;96.81537903518316;3.183714182081973;92275.4538808611;0.6957464101869413;3.045245191005148;6.0363045245191005;13.63532917908426;15.803847195881875;19.095096179897048;27.62828501761041;14.055811433215933;45366.4525866283;0.936824934973328;4.582727152493057;7.997178503725257;13.490279063615922;5.248423929815281;30.600008817175866;26.048141780187805;11.085394348190276;46909.0012942358;0.4625977957321623;1.558336353365026;4.13779871666418;13.773476305186636;26.012065914856425;7.966488307147881;29.15432006651176;16.926389392227502;1;1;0;6932.0;5808.0;1639.0;155.0;1.0;87.0;33.0;75.0;21.0;8.0;58;236.85714285714286;0.6924004825090471;2.516284680337756;15.785886610373945;102.27683956574185;2.7991556091676717;1.1990349819059107;6.252714113389626;8.465018094089263;0.11821471652593486;2.609167671893848;0.9668275030156815;0.08443908323281062;0.05066344993968637;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Frédéric Reiss;23.35;58.88;0.12;0.06;124943.999999997;2.060139423577151;3.229472639523623;5.680990531682447;8.358211344373034;6.562192359716031;17.139015391018305;24.104591693812377;14.620266841679804;12.60014566642389;5.640972283361212;21.375347158304187;60.38193416197786;18.241918314751526;62428.1025553313;22.26725187415903;61.717498558339216;16.013647722175946;62515.8974446673;20.48468367591778;59.04822842517796;20.465488282812125;92.83433245559976;7.165667544400247;104960.222458635;0.4582698170731707;3.1535823170731705;5.415396341463414;13.030678353658535;16.548208841463417;22.650533536585364;25.167682926829265;13.572789634146345;52084.4063940244;0.7084709315720759;4.536901927655326;7.368865678519315;13.259350280316411;5.575608632209508;34.92627294370632;23.782735580984564;9.832194147914906;52875.8160645994;0.2118203309692671;1.789125295508274;3.4893617021276597;12.803782505910169;27.35508274231678;10.558865248226953;26.53049645390071;17.25579196217494;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;236.85714285714286;0.5868516284680337;1.6381182147165259;3.546441495778046;61.37876960193004;0.9457177322074789;0.8781664656212304;2.0307599517490953;2.3220747889022917;0.012665862484921592;1.4523522316043425;0.4939686369119421;0.06332931242460796;0.004221954161640531;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Vincent Thiébaut;18.56;51.03;0.12;0.06;124017.000000048;2.0368175330801424;3.313255440786344;5.723408887491231;8.474644605175097;8.196456937355363;17.911254102260173;23.14279493940347;13.795689300660394;12.03383407113541;5.368618818387802;21.88812824048316;60.707806187861344;17.403259230589356;61128.0795486388;22.75716529250098;62.08775029446407;15.151812589975131;62888.9204513268;21.042170207352758;59.36585676122631;19.59038290293856;95.58205729859615;4.417136360337696;104124.579666539;0.3274941416003995;3.178902078291268;7.3873458568629715;14.649840574699397;16.902923437439977;17.129576274442012;25.15078176020898;15.270254696323615;50998.9598845389;0.5686497509706263;4.896270441978117;10.159221930271777;14.069179183497392;7.75716694772344;27.238323071493;23.16561433781717;12.13969175261775;53125.6197819967;0.0941176470588235;1.5303529411764705;4.724705882352941;15.20564705882353;25.68094117647059;7.425882352941176;27.05505882352941;18.275764705882352;1;1;0;2079.0;5270.0;332.0;116.0;0.0;53.0;77.0;51.0;49.0;2.0;50;236.85714285714286;0.6924004825090471;5.294330518697225;1.6001206272617612;15.397466827503015;1.1061519903498191;1.3214716525934862;0.9668275030156815;0.6037394451145959;0.004221954161640531;0.22376357056694812;0.13510253317249699;0.012665862484921592;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Yves Hemedinger;26.51;66.41;0.12;0.06;113242.00000001;2.466399392451564;3.6814962646367952;6.015435968986772;8.659331343494463;8.344960350400028;19.79654191907596;21.297751717560622;12.493597781741755;11.468359795835466;5.771710142879851;23.087723636106745;59.67044029600325;17.24006993871532;54965.4009432367;24.66114800327481;60.39843536796143;14.940416628763758;58276.5990567881;21.60409087789141;58.9848308051342;19.40936234470451;90.79228554776496;9.206831387647693;93792.5751184491;0.4019532582736267;2.64521494370522;7.672296144660526;13.689866939611054;18.011131013306038;16.678394745820537;24.71319515523712;16.184749232343908;44612.9959181756;0.6074598762664754;3.745628978750113;10.015242535640636;13.476194745808304;8.768941092082848;27.586747960190085;22.9019098000538;12.891150363130995;49179.579200284;0.2135057646556457;1.6470444702006954;5.545049716342342;13.883974867321417;26.393379287907443;6.783383151345086;26.356778299680755;19.170784277842166;1;1;1;1362.0;1442.0;662.0;28.0;8.0;48.0;22.0;33.0;54.0;18.0;57;66.14285714285714;0.4686825053995681;0.8315334773218143;3.704103671706264;30.917926565874733;0.0;0.21166306695464365;0.6198704103671706;0.3023758099352052;0.01511879049676026;0.36285097192224625;0.6047516198704104;0.04535637149028078;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Jacques Cattin;20.61;51.39;0.12;0.06;119384.999999962;2.0245594049453866;3.2056221939288343;5.700931448100248;8.65526368692622;6.728707364470951;16.335522348053342;22.469510152114182;14.163539502780942;13.6651477584936;7.047845607451585;21.843798163908065;57.44237083696307;20.713830999128863;58216.1746582952;23.08471897760066;58.95286519169988;17.958980349044936;61168.8253416866;20.661130002615742;56.00313889615485;23.33409625948208;95.95674462239496;4.043255377605039;100334.589116965;1.3793928279546317;3.4365220164650068;6.682679849303328;14.348077421412484;15.447405665078636;15.631789821994538;29.571232084836645;13.500906970717802;48233.7195177318;2.139613957249186;4.994505836253187;8.85286007505235;13.98834822631808;5.861132419712645;25.747931913834925;27.458379118031225;10.95100864553314;52100.8695992446;0.6737044145873321;1.99232245681382;4.673704414587332;14.679462571976968;24.322456813819574;6.264875239923224;31.5278310940499;15.859884836852206;1;1;1;64.0;1056.0;194.0;73.0;0.0;34.0;47.0;33.0;20.0;11.0;64;236.85714285714286;0.5530759951749096;1.3636911942098915;1.1525934861278648;59.284680337756335;0.1646562123039807;0.5404101326899879;0.2997587454764777;0.612183353437877;0.012665862484921592;2.0434258142340167;0.5910735826296742;0.033775633293124246;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Jean-Luc Reitzer;21.92;55.15;0.12;0.06;122443.999999925;2.2843282180279805;3.595958935994708;6.046078583504161;8.758361033297126;6.492817065900051;18.070449106931388;23.566884182844262;13.884011335886903;12.2848999126124;5.012128092255172;22.714242545510974;59.98872944962146;17.29702800486757;60596.1586698941;23.40088454683477;60.81919598653377;15.778269192685986;61847.841330107;22.039872588807867;59.173444144420905;18.785066373470013;90.04108033942325;9.958919660576758;101474.612173114;0.6809626111122061;2.9505094901156945;8.12424857598991;14.286418195793996;16.83781067071368;18.359382699016496;24.010091254902733;14.746634605908904;49825.6010259827;0.9131961866532864;4.172604114400402;10.67134972403412;14.872052182639235;6.502759658805821;29.75012543903663;22.544907175112893;10.566984445559456;51649.0111471337;0.4569304342775271;1.7715735057793958;5.66709907258611;13.719529903773548;26.80594009564561;7.370907471587058;25.423531917365292;18.778679161261596;1;2;1;157.0;1583.0;239.0;79.0;0.0;65.0;51.0;50.0;40.0;9.0;71;236.85714285714286;0.3715319662243667;0.3293124246079614;0.004221954161640531;9.46984318455971;0.05066344993968637;0.3588661037394451;0.15621230398069963;1.0048250904704463;0.0;2.6936067551266585;0.27020506634499397;0.012665862484921592;0.008443908323281062;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Raphaël Schellenberger;17.76;50.88;0.12;0.06;132731.00000002;2.232334571426419;3.5183943464601337;6.101814949032254;8.835162848166593;7.16486728797342;17.36595068220687;22.63450135989332;13.691601811182014;12.546428490706768;5.90593003895096;22.92606851451432;58.619312745327015;18.45311193315804;65774.6975471217;23.650682640557054;60.06324687566516;16.286070483777785;66956.3024528397;22.21458868510664;57.20174442917737;20.582173367584684;95.94819597531853;4.0510506211811865;110541.020385768;0.4215630399580246;2.713020508227717;6.10633158737482;14.719425371581584;15.814041848725813;18.244814141359317;26.49152803032359;15.485656905582545;54433.3346640752;0.5786930722172212;3.883673506880018;8.166002241287455;14.983557768265571;6.154354895008543;28.95853618209542;25.690298164716257;11.579372806936968;56107.6857216814;0.2691286292262997;1.5755609816956884;4.108221790507423;14.463435934910082;25.18402338389149;7.851070276436095;27.267542374391784;19.27566970253266;1;1;1;2786.0;3133.0;357.0;116.0;2.0;71.0;45.0;55.0;40.0;3.0;32;236.85714285714286;0.6712907117008444;0.8401688781664656;3.1073582629674306;33.382991556091675;2.233413751507841;1.1145958986731002;4.627261761158022;8.047044632086852;0.037997587454764774;1.7014475271411338;0.34620024125452353;0.0548854041013269;0.012665862484921592;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Olivier Becht;21.69;57.69;0.12;0.06;129173.737825576;2.7559938996539524;3.993094532139069;6.468844108288884;8.459198129640095;8.570676534569918;19.97631083895241;19.77348207442732;12.267269475819251;11.740843674761754;5.990415953798394;24.043724307711365;58.22424190813869;17.731259628560146;61984.4932248539;25.37267681982447;59.25400103252451;15.371708828084667;67189.2446007793;22.81623480033934;57.27425620265222;19.90802065814345;87.17998343307038;12.82001656692962;105728.870790987;0.0463453389830508;2.638846852300242;8.080167978208234;13.765511501210652;15.389490012106538;14.914686743341404;24.46182657384988;20.699341707021794;49928.4870739302;0.0861240185867649;4.077872135875661;10.649335042461145;13.46739304598622;6.893927255247556;25.664957538855955;22.68666880307643;16.46571062329755;55800.3837170553;0.0089605734767025;1.3512544802867383;5.779569892473118;14.032258064516128;22.98924731182796;5.295698924731183;26.050179211469533;24.48745519713261;1;2;0;455.0;2318.0;95.0;0.0;6.0;66.0;22.0;44.0;56.0;2.0;46;236.85714285714286;0.5741857659831122;1.583232810615199;0.4981905910735826;21.527744270205066;0.5361881785283474;0.6755126658624849;1.5156815440289506;0.4981905910735826;0.004221954161640531;0.30820265379975875;0.2448733413751508;0.09288299155609167;0.008443908323281062;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Bruno Fuchs;22.08;64.16;0.12;0.06;141747.262174341;2.5482020783508643;3.951406378970984;6.454457589931356;8.808652034963703;7.2163784771459;18.702335851905158;21.1164962926905;13.458485893881353;12.369221218085745;5.37083677255956;23.87704854423727;58.381482500511474;17.74076347294828;69627.5030756859;25.001795280566448;58.94696023094489;16.05124448848866;72119.7590986423;22.79011078911244;57.83635380412928;19.372148809606347;88.86678377672897;11.13321622327104;115982.875653792;0.2026176475660016;2.5762618337328203;5.490507147660844;13.390008794468107;16.619820316945734;18.057112310530947;25.165974030453004;18.49424910762015;56408.5353506167;0.2889661040987094;3.834562473408027;7.447525173734222;13.606226067224508;6.60190043965395;30.153524322791093;24.480570131896183;13.577861296270031;59574.3403031676;0.1191795078389901;1.3848323093967168;3.635814281397925;13.183603585456744;26.1053479705912;6.601873300433075;25.81495283177225;23.149360459260752;1;1;1;4757.0;6441.0;1054.0;185.0;3.0;63.0;50.0;51.0;46.0;5.0;63;236.85714285714286;0.6544028950542823;3.1453558504221952;2.0138721351025333;17.59710494571773;1.528347406513872;1.1737032569360675;1.9167671893848008;0.47708082026537996;0.0;0.20265379975874548;0.3335343787696019;0.07177322074788903;0.033775633293124246;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Thomas Rudigoz;25.3;64.47;0.12;0.06;124788.70357165;2.671731256210533;3.617335000160272;4.969227810366381;6.478988364265795;14.615187357758758;25.328557233067283;17.48725839022983;9.757348462993235;9.634740519921788;5.437221527710998;20.825720421835435;64.10151617142674;15.071962047632786;59269.7539528101;22.176854679512054;65.47436265163914;12.347095446186032;65518.9496188422;19.60224671082756;62.859061631917946;17.537165359137948;90.14007757156138;9.85912106933359;106150.080632088;0.0197833254828073;2.510598210080075;14.045219029674987;17.042863871879415;16.764013188883656;8.704663212435234;18.887423457371643;22.02260951483749;49736.2918043823;0.032169856844137;3.822181116294032;17.8281325398102;16.967588869229534;10.356683287759369;15.222374135435096;16.450860543670583;19.31397780279877;56413.7888277154;0.0070905642316487;1.352525127186996;10.7085246308475;17.107758849910482;22.413273536241647;2.956765284597522;21.03593143424388;24.41104000850868;1;1;1;2793.0;4839.0;1679.0;147.0;0.0;76.0;22.0;64.0;36.0;13.0;51;236.85714285714286;0.5995174909529554;2.5711700844390832;0.5615199034981906;7.1646562123039805;0.3208685162846803;0.827503015681544;0.5784077201447527;0.2448733413751508;0.0;0.19843184559710494;0.25331724969843183;0.037997587454764774;0.008443908323281062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
