nom;amendements_adoptes;amendements_proposes;amendements_signes;commission_interventions;commission_presences;hemicycle_interventions;hemicycle_interventions_courtes;propositions_ecrites;propositions_signees;questions_ecrites;questions_orales;rapports;semaines_presence;mois;annee;DEPSIR
Alexandra Louis;3;0;5;3;4;10;0;0;0;0;0;0;2;9;2017;1303
Alexandra Louis;1;0;3;3;9;5;0;0;1;0;1;0;4;10;2017;1303
Alexandra Louis;10;0;24;1;6;0;1;0;1;0;0;0;5;11;2017;1303
Alexandra Louis;4;0;6;0;3;0;0;0;1;0;0;0;3;12;2017;1303
Alexandra Louis;5;0;14;0;5;0;0;0;1;0;0;0;3;1;2018;1303
Alexandra Louis;6;0;7;1;2;3;1;0;2;0;1;0;3;2;2018;1303
Alexandra Louis;13;0;14;0;5;0;0;0;2;0;0;0;3;3;2018;1303
Alexandra Louis;18;0;48;0;8;0;0;0;0;1;0;0;3;4;2018;1303
Alexandra Louis;31;27;39;94;7;150;48;0;2;0;0;1;3;5;2018;1303
Alexandra Louis;11;0;19;0;4;3;2;0;1;2;0;0;3;6;2018;1303
Alexandra Louis;20;0;34;1;13;8;0;0;0;0;1;1;3;7;2018;1303
Alexandra Louis;0;0;0;0;1;4;3;0;0;0;0;0;1;8;2018;1303
Alexandra Louis;32;0;44;1;1;0;0;0;0;1;0;0;1;9;2018;1303
Alexandra Louis;48;0;72;2;5;2;0;0;0;0;0;0;3;10;2018;1303
Alexandra Louis;67;0;106;9;9;7;1;0;0;0;1;0;2;11;2018;1303
Alexandra Louis;28;0;38;0;5;0;0;0;2;0;0;0;3;12;2018;1303
Alexandra Louis;23;0;33;0;2;2;0;0;1;0;0;0;2;1;2019;1303
Alexandra Louis;14;0;38;1;4;0;1;0;2;0;0;0;3;2;2019;1303
Alexandra Louis;28;0;55;0;2;0;0;0;3;0;0;0;2;3;2019;1303
Alexandra Louis;1;0;3;0;0;0;0;0;1;3;0;0;0;4;2019;1303
Alexandra Louis;28;0;60;2;7;0;0;0;2;0;0;0;4;5;2019;1303
Alexandra Louis;45;0;59;1;9;0;0;0;1;0;0;0;3;6;2019;1303
Alexandra Louis;18;2;31;1;2;0;0;0;2;1;0;0;3;7;2019;1303
Alexandra Louis;0;0;2;0;0;0;0;0;0;0;0;0;0;8;2019;1303
Alexandra Louis;15;8;32;0;0;0;0;0;1;0;0;0;0;9;2019;1303
Alexandra Louis;17;5;37;4;8;14;1;0;1;2;0;0;4;10;2019;1303
Alexandra Louis;69;1;106;1;10;1;0;0;1;0;1;0;3;11;2019;1303
Alexandra Louis;11;0;18;1;3;0;0;0;2;1;0;0;2;12;2019;1303
Alexandra Louis;14;17;32;2;8;18;0;0;3;0;0;0;4;1;2020;1303
Alexandra Louis;1;0;49;0;3;0;0;0;1;0;0;0;3;2;2020;1303
Alexandra Louis;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2020;1303
Alexandra Louis;4;0;13;4;4;0;0;0;0;0;0;0;3;4;2020;1303
Alexandra Louis;11;0;20;0;0;0;0;0;2;0;0;0;0;5;2020;1303
Alexandra Louis;22;0;32;0;0;0;0;0;2;0;0;0;0;6;2020;1303
Alexandra Louis;7;0;8;0;2;0;0;0;1;0;0;0;3;7;2020;1303
Alexandra Louis;2;0;2;0;0;0;0;0;0;0;0;0;0;8;2020;1303
Alexandra Louis;77;0;129;0;2;2;2;0;3;0;0;0;4;9;2020;1303
Alexandra Louis;31;7;76;0;2;0;0;0;2;0;0;0;3;10;2020;1303
Alexandra Louis;45;8;62;0;0;0;0;0;0;0;0;0;2;11;2020;1303
Alexandra Louis;14;9;26;0;0;43;20;0;3;0;0;0;2;12;2020;1303
Alexandra Louis;22;2;54;0;0;0;0;0;2;0;0;0;0;1;2021;1303
Alexandra Louis;19;18;52;0;0;20;3;0;0;0;0;0;2;2;2021;1303
Alexandra Louis;90;46;162;0;0;71;8;0;0;0;0;0;2;3;2021;1303
Alexandra Louis;1;26;53;0;0;1;1;0;0;0;0;0;2;4;2021;1303
Alexandra Louis;76;20;114;0;0;0;0;0;0;2;0;0;0;5;2021;1303
Alexandra Louis;27;1;44;0;0;0;0;0;0;1;0;0;0;6;2021;1303
Alexandra Louis;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;1303
Alexandra Louis;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;1303
Alexandra Louis;6;11;21;0;3;0;0;0;0;0;0;0;1;9;2021;1303
Alexandra Louis;13;12;68;0;4;0;0;0;1;0;0;0;3;10;2021;1303
Alexandra Louis;12;14;33;0;8;0;0;0;0;1;0;0;4;11;2021;1303
Alexandra Louis;6;1;32;0;5;0;0;0;0;0;0;0;4;12;2021;1303
Rémy Rebeyrotte;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;7103
Rémy Rebeyrotte;0;0;0;6;7;20;8;0;0;0;0;0;4;7;2017;7103
Rémy Rebeyrotte;0;0;0;2;3;0;2;0;0;1;0;0;2;8;2017;7103
Rémy Rebeyrotte;3;0;5;1;4;5;0;0;0;3;0;0;2;9;2017;7103
Rémy Rebeyrotte;1;1;4;4;8;3;2;0;2;5;0;0;4;10;2017;7103
Rémy Rebeyrotte;12;6;35;7;8;27;6;0;1;0;0;0;5;11;2017;7103
Rémy Rebeyrotte;4;0;6;0;5;2;1;0;1;6;1;0;3;12;2017;7103
Rémy Rebeyrotte;23;3;54;16;9;6;1;0;1;5;1;0;4;1;2018;7103
Rémy Rebeyrotte;6;7;7;2;3;13;3;0;2;3;0;0;3;2;2018;7103
Rémy Rebeyrotte;13;0;14;5;5;0;0;0;2;1;0;0;3;3;2018;7103
Rémy Rebeyrotte;21;60;139;25;14;56;33;0;0;7;0;0;3;4;2018;7103
Rémy Rebeyrotte;21;37;118;14;16;4;10;0;2;0;1;0;4;5;2018;7103
Rémy Rebeyrotte;13;8;34;16;11;13;16;0;0;2;0;0;5;6;2018;7103
Rémy Rebeyrotte;21;0;48;20;21;18;78;0;0;4;0;0;5;7;2018;7103
Rémy Rebeyrotte;0;0;0;3;1;3;9;0;0;0;0;0;1;8;2018;7103
Rémy Rebeyrotte;33;7;86;1;3;1;3;0;0;0;0;0;3;9;2018;7103
Rémy Rebeyrotte;49;15;146;8;9;0;7;0;1;0;0;0;5;10;2018;7103
Rémy Rebeyrotte;69;4;119;9;9;17;61;0;0;5;0;0;3;11;2018;7103
Rémy Rebeyrotte;28;3;45;1;4;2;71;0;2;5;0;0;3;12;2018;7103
Rémy Rebeyrotte;23;9;44;9;4;8;15;0;1;1;0;0;3;1;2019;7103
Rémy Rebeyrotte;13;0;37;23;8;2;9;0;1;4;2;0;4;2;2019;7103
Rémy Rebeyrotte;32;5;87;13;5;1;3;0;3;5;0;0;4;3;2019;7103
Rémy Rebeyrotte;1;1;3;7;5;3;5;0;1;3;1;0;3;4;2019;7103
Rémy Rebeyrotte;28;21;85;13;10;0;10;0;1;0;0;0;5;5;2019;7103
Rémy Rebeyrotte;95;58;121;117;11;82;37;0;1;0;0;0;4;6;2019;7103
Rémy Rebeyrotte;19;6;26;15;6;12;16;0;2;2;1;2;4;7;2019;7103
Rémy Rebeyrotte;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2019;7103
Rémy Rebeyrotte;16;0;30;0;1;0;5;0;1;1;0;0;3;9;2019;7103
Rémy Rebeyrotte;17;8;42;3;13;1;15;0;2;0;0;0;5;10;2019;7103
Rémy Rebeyrotte;76;37;140;15;9;24;28;0;2;2;0;0;4;11;2019;7103
Rémy Rebeyrotte;13;6;36;0;4;0;13;0;3;4;0;0;3;12;2019;7103
Rémy Rebeyrotte;14;1;34;3;8;0;9;0;2;0;0;0;4;1;2020;7103
Rémy Rebeyrotte;1;20;70;1;5;19;153;0;2;0;0;0;4;2;2020;7103
Rémy Rebeyrotte;0;0;0;0;2;2;9;0;0;0;0;0;1;3;2020;7103
Rémy Rebeyrotte;4;0;14;4;4;0;0;0;0;0;0;0;3;4;2020;7103
Rémy Rebeyrotte;17;0;47;0;1;9;18;0;2;0;1;0;3;5;2020;7103
Rémy Rebeyrotte;24;10;73;0;2;10;44;0;2;1;1;0;5;6;2020;7103
Rémy Rebeyrotte;12;0;37;0;8;1;2;0;3;0;0;0;5;7;2020;7103
Rémy Rebeyrotte;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2020;7103
Rémy Rebeyrotte;73;1;113;0;8;0;0;0;2;1;0;0;4;9;2020;7103
Rémy Rebeyrotte;32;12;132;0;3;1;32;0;1;1;0;0;5;10;2020;7103
Rémy Rebeyrotte;54;14;119;0;0;15;115;0;0;0;0;0;4;11;2020;7103
Rémy Rebeyrotte;15;4;34;0;1;13;42;0;3;11;0;0;3;12;2020;7103
Rémy Rebeyrotte;22;8;53;0;1;2;7;0;3;0;1;0;2;1;2021;7103
Rémy Rebeyrotte;35;18;46;0;0;35;29;0;0;0;1;1;3;2;2021;7103
Rémy Rebeyrotte;91;13;179;0;0;5;11;0;0;3;0;0;4;3;2021;7103
Rémy Rebeyrotte;0;0;13;0;0;3;29;0;0;0;0;0;2;4;2021;7103
Rémy Rebeyrotte;70;4;90;0;0;0;0;0;0;2;0;0;0;5;2021;7103
Rémy Rebeyrotte;19;0;26;0;0;0;0;0;0;0;0;0;0;6;2021;7103
Rémy Rebeyrotte;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;7103
Rémy Rebeyrotte;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;7103
Rémy Rebeyrotte;11;0;20;0;8;0;0;0;0;4;0;0;3;9;2021;7103
Rémy Rebeyrotte;52;7;131;0;7;0;0;0;0;2;0;0;3;10;2021;7103
Rémy Rebeyrotte;60;21;79;0;9;0;0;0;0;0;0;0;2;11;2021;7103
Rémy Rebeyrotte;30;15;49;0;8;0;0;0;0;6;0;0;3;12;2021;7103
Éric Pauget;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;0607
Éric Pauget;6;0;37;0;4;0;1;0;1;0;0;0;3;7;2017;0607
Éric Pauget;0;0;3;0;1;0;0;0;3;2;0;0;1;8;2017;0607
Éric Pauget;3;0;73;1;2;0;0;0;1;0;0;0;1;9;2017;0607
Éric Pauget;1;3;75;9;13;2;0;0;11;4;1;1;4;10;2017;0607
Éric Pauget;5;7;57;2;6;1;0;1;4;1;0;0;4;11;2017;0607
Éric Pauget;1;2;38;0;5;0;0;1;6;3;0;0;3;12;2017;0607
Éric Pauget;10;63;107;31;11;9;14;1;7;5;0;0;3;1;2018;0607
Éric Pauget;0;0;15;4;5;1;1;0;20;2;1;0;4;2;2018;0607
Éric Pauget;1;0;31;6;8;0;0;2;16;2;0;0;4;3;2018;0607
Éric Pauget;3;6;136;2;4;5;0;0;10;0;1;0;3;4;2018;0607
Éric Pauget;13;49;396;16;10;4;6;2;13;1;0;0;3;5;2018;0607
Éric Pauget;17;31;437;1;6;22;4;0;18;2;1;0;4;6;2018;0607
Éric Pauget;2;14;186;1;10;13;1;0;12;8;0;0;5;7;2018;0607
Éric Pauget;0;0;2;0;0;0;0;0;10;0;0;0;0;8;2018;0607
Éric Pauget;9;51;421;1;4;2;1;0;10;3;0;0;4;9;2018;0607
Éric Pauget;7;28;395;4;7;12;3;2;22;3;0;1;5;10;2018;0607
Éric Pauget;1;25;307;0;7;18;5;0;12;1;0;0;4;11;2018;0607
Éric Pauget;3;0;63;1;3;23;4;1;14;8;1;0;3;12;2018;0607
Éric Pauget;1;4;78;2;6;5;0;1;15;1;0;0;3;1;2019;0607
Éric Pauget;1;5;54;1;4;1;0;0;22;6;0;0;3;2;2019;0607
Éric Pauget;12;20;392;5;7;1;0;1;16;1;1;0;4;3;2019;0607
Éric Pauget;0;3;12;2;3;1;0;0;19;5;1;0;3;4;2019;0607
Éric Pauget;3;13;85;2;3;0;0;0;16;1;0;0;3;5;2019;0607
Éric Pauget;11;30;392;2;4;8;2;1;14;1;2;0;4;6;2019;0607
Éric Pauget;2;0;32;4;6;0;0;0;10;6;0;0;4;7;2019;0607
Éric Pauget;0;0;44;0;0;0;0;0;2;0;0;0;0;8;2019;0607
Éric Pauget;1;8;89;3;5;2;0;2;12;1;0;0;3;9;2019;0607
Éric Pauget;14;48;559;11;12;7;1;1;26;9;0;0;4;10;2019;0607
Éric Pauget;6;57;266;11;9;18;2;1;11;0;0;0;4;11;2019;0607
Éric Pauget;4;25;315;2;4;23;0;2;18;6;1;0;3;12;2019;0607
Éric Pauget;1;1;150;2;8;1;0;1;15;2;1;0;4;1;2020;0607
Éric Pauget;3;37;896;2;13;7;1;1;17;6;1;0;4;2;2020;0607
Éric Pauget;5;0;29;0;3;0;0;2;25;10;0;0;1;3;2020;0607
Éric Pauget;2;0;57;0;0;0;0;2;27;3;0;0;0;4;2020;0607
Éric Pauget;0;0;5;0;0;0;0;1;35;4;0;0;0;5;2020;0607
Éric Pauget;7;34;429;0;2;2;0;1;22;0;0;0;3;6;2020;0607
Éric Pauget;6;34;213;0;3;22;5;0;15;3;1;0;5;7;2020;0607
Éric Pauget;0;0;0;0;0;0;0;0;6;2;0;0;0;8;2020;0607
Éric Pauget;9;29;156;0;5;18;3;0;16;0;0;0;3;9;2020;0607
Éric Pauget;4;63;336;0;1;8;0;1;12;3;0;0;5;10;2020;0607
Éric Pauget;10;123;529;0;0;45;6;0;0;4;1;0;3;11;2020;0607
Éric Pauget;0;11;32;0;0;3;1;0;5;3;0;0;3;12;2020;0607
Éric Pauget;6;87;506;0;0;32;4;3;15;0;0;0;2;1;2021;0607
Éric Pauget;4;25;63;0;0;12;1;0;2;3;0;0;3;2;2021;0607
Éric Pauget;9;53;327;0;0;25;1;0;0;6;0;0;4;3;2021;0607
Éric Pauget;1;16;30;0;0;2;0;0;0;6;0;0;1;4;2021;0607
Éric Pauget;14;124;334;0;0;0;0;0;0;3;0;0;0;5;2021;0607
Éric Pauget;5;22;163;0;0;0;0;0;0;7;0;0;0;6;2021;0607
Éric Pauget;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;0607
Éric Pauget;0;0;0;0;0;0;0;0;3;0;0;0;0;8;2021;0607
Éric Pauget;2;14;155;0;2;0;0;0;4;2;0;0;2;9;2021;0607
Éric Pauget;7;79;239;0;4;0;0;0;0;2;0;0;4;10;2021;0607
Éric Pauget;2;11;72;0;3;0;0;0;2;1;0;0;3;11;2021;0607
Éric Pauget;1;16;79;0;4;0;0;0;2;3;0;0;3;12;2021;0607
Richard Ferrand;0;0;0;0;0;9;1;0;0;0;0;0;1;6;2017;2906
Richard Ferrand;7;0;13;0;1;37;6;0;0;0;0;0;3;7;2017;2906
Richard Ferrand;0;0;0;0;0;15;5;0;0;0;1;0;2;8;2017;2906
Richard Ferrand;10;0;22;0;1;3;2;0;1;0;0;0;2;9;2017;2906
Richard Ferrand;51;2;107;0;3;46;16;0;1;11;0;0;3;10;2017;2906
Richard Ferrand;51;0;81;0;0;14;11;1;1;1;1;0;3;11;2017;2906
Richard Ferrand;68;0;85;0;0;0;1;1;1;2;0;0;1;12;2017;2906
Richard Ferrand;37;0;78;0;1;5;0;1;2;0;0;0;2;1;2018;2906
Richard Ferrand;6;0;7;0;2;0;0;0;2;6;0;0;2;2;2018;2906
Richard Ferrand;96;0;155;0;2;4;1;2;2;6;1;0;3;3;2018;2906
Richard Ferrand;48;0;123;0;2;22;18;0;1;2;0;0;3;4;2018;2906
Richard Ferrand;89;3;149;0;3;17;7;2;2;0;1;0;4;5;2018;2906
Richard Ferrand;84;25;113;203;13;0;0;0;0;2;0;0;3;6;2018;2906
Richard Ferrand;98;15;146;24;6;344;323;0;0;0;0;1;5;7;2018;2906
Richard Ferrand;0;0;0;0;0;0;0;0;0;1;0;0;0;8;2018;2906
Richard Ferrand;84;0;100;0;2;56;193;0;0;0;0;0;3;9;2018;2906
Richard Ferrand;35;0;53;3;7;236;1008;0;0;0;0;0;5;10;2018;2906
Richard Ferrand;29;0;39;1;6;112;547;0;0;0;0;0;5;11;2018;2906
Richard Ferrand;4;0;5;0;6;294;1344;0;2;0;0;0;3;12;2018;2906
Richard Ferrand;0;0;0;0;5;30;178;0;1;0;0;0;3;1;2019;2906
Richard Ferrand;0;0;0;0;2;44;228;0;1;0;0;0;3;2;2019;2906
Richard Ferrand;16;0;28;8;7;52;237;1;4;0;0;0;4;3;2019;2906
Richard Ferrand;0;0;0;0;3;38;218;1;2;0;0;0;3;4;2019;2906
Richard Ferrand;1;0;10;0;6;174;882;0;1;0;0;0;4;5;2019;2906
Richard Ferrand;31;0;38;0;5;66;302;1;2;0;0;0;4;6;2019;2906
Richard Ferrand;0;0;0;1;6;27;129;0;2;0;0;0;4;7;2019;2906
Richard Ferrand;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2019;2906
Richard Ferrand;3;0;6;0;3;94;366;1;2;0;0;0;3;9;2019;2906
Richard Ferrand;3;0;4;0;8;113;632;0;1;0;0;0;5;10;2019;2906
Richard Ferrand;0;0;0;1;5;55;331;0;1;0;0;0;4;11;2019;2906
Richard Ferrand;3;0;8;0;3;28;235;0;2;0;0;0;3;12;2019;2906
Richard Ferrand;1;0;1;0;6;23;248;0;2;0;0;0;4;1;2020;2906
Richard Ferrand;1;0;40;0;4;265;903;0;1;0;0;0;4;2;2020;2906
Richard Ferrand;0;0;0;0;7;62;205;0;0;0;0;0;4;3;2020;2906
Richard Ferrand;0;0;0;25;10;48;210;0;0;0;0;0;5;4;2020;2906
Richard Ferrand;2;0;11;0;5;70;260;0;2;0;0;0;4;5;2020;2906
Richard Ferrand;6;0;7;0;6;61;291;0;1;0;0;1;5;6;2020;2906
Richard Ferrand;0;0;0;0;4;32;294;0;0;0;0;0;4;7;2020;2906
Richard Ferrand;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2020;2906
Richard Ferrand;10;0;13;0;3;20;210;0;2;0;0;0;3;9;2020;2906
Richard Ferrand;14;0;22;0;7;108;547;0;1;0;0;0;5;10;2020;2906
Richard Ferrand;9;0;12;0;5;83;328;0;0;0;0;0;4;11;2020;2906
Richard Ferrand;2;0;2;0;4;18;217;0;3;0;0;0;3;12;2020;2906
Richard Ferrand;0;0;0;0;3;14;185;0;3;0;0;0;3;1;2021;2906
Richard Ferrand;14;0;22;0;2;30;227;0;0;0;0;0;3;2;2021;2906
Richard Ferrand;10;0;11;0;6;69;411;0;0;0;0;0;5;3;2021;2906
Richard Ferrand;0;0;9;0;1;7;76;0;0;0;0;0;2;4;2021;2906
Richard Ferrand;13;0;18;0;0;0;0;0;0;0;0;0;0;5;2021;2906
Richard Ferrand;2;0;2;0;0;0;0;0;0;0;0;0;0;6;2021;2906
Richard Ferrand;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;2906
Richard Ferrand;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;2906
Richard Ferrand;3;0;3;0;0;0;0;0;0;0;0;0;0;9;2021;2906
Richard Ferrand;21;0;28;0;0;0;0;0;0;0;0;0;0;10;2021;2906
Richard Ferrand;10;0;12;0;0;0;0;0;0;0;0;0;0;11;2021;2906
Richard Ferrand;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2021;2906
Paula Forteza;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;099902
Paula Forteza;14;21;22;12;8;43;17;0;0;0;0;0;4;7;2017;099902
Paula Forteza;1;1;1;0;3;31;3;0;0;0;0;0;2;8;2017;099902
Paula Forteza;3;0;5;0;2;0;0;0;0;0;0;0;2;9;2017;099902
Paula Forteza;2;0;6;0;5;0;0;0;1;0;0;0;3;10;2017;099902
Paula Forteza;10;0;26;0;4;2;0;0;1;0;1;0;2;11;2017;099902
Paula Forteza;6;0;14;0;2;2;0;0;1;0;1;0;2;12;2017;099902
Paula Forteza;162;162;175;29;6;0;0;0;1;0;0;0;3;1;2018;099902
Paula Forteza;23;25;26;3;3;94;31;0;2;2;0;1;3;2;2018;099902
Paula Forteza;13;0;14;16;3;2;0;0;2;2;1;0;2;3;2018;099902
Paula Forteza;91;74;120;49;10;12;2;0;0;0;0;2;3;4;2018;099902
Paula Forteza;17;2;26;3;7;4;0;0;2;1;0;0;4;5;2018;099902
Paula Forteza;11;4;25;4;7;0;0;0;0;1;0;0;3;6;2018;099902
Paula Forteza;20;2;51;0;7;5;0;0;0;0;0;0;4;7;2018;099902
Paula Forteza;0;0;0;0;0;0;0;0;0;1;0;0;0;8;2018;099902
Paula Forteza;33;0;45;0;1;0;0;0;0;0;0;0;1;9;2018;099902
Paula Forteza;49;1;85;1;3;5;2;0;0;1;1;0;4;10;2018;099902
Paula Forteza;65;10;106;4;5;0;0;0;0;0;0;0;3;11;2018;099902
Paula Forteza;30;1;47;0;3;0;0;0;2;0;0;0;3;12;2018;099902
Paula Forteza;23;14;47;2;2;0;0;0;1;0;0;0;2;1;2019;099902
Paula Forteza;13;0;33;0;1;0;0;0;1;0;0;0;2;2;2019;099902
Paula Forteza;29;0;56;0;0;0;0;0;3;0;0;0;0;3;2019;099902
Paula Forteza;1;0;3;0;0;1;0;0;1;0;0;0;1;4;2019;099902
Paula Forteza;28;2;62;0;1;0;0;0;1;0;0;0;3;5;2019;099902
Paula Forteza;45;0;58;0;0;0;0;0;1;0;0;0;2;6;2019;099902
Paula Forteza;18;1;26;0;3;0;0;0;2;0;0;0;2;7;2019;099902
Paula Forteza;0;0;0;0;1;0;0;0;0;0;0;0;1;8;2019;099902
Paula Forteza;26;0;39;0;3;0;0;0;1;0;0;0;3;9;2019;099902
Paula Forteza;15;0;36;3;6;0;0;0;1;0;0;0;4;10;2019;099902
Paula Forteza;77;28;111;13;4;1;1;0;1;0;0;0;3;11;2019;099902
Paula Forteza;11;13;40;0;0;3;0;0;2;0;0;0;1;12;2019;099902
Paula Forteza;14;0;23;0;0;0;0;0;2;0;0;0;0;1;2020;099902
Paula Forteza;2;0;34;0;0;0;0;0;0;1;0;0;0;2;2020;099902
Paula Forteza;0;3;21;0;0;0;0;0;0;0;0;0;0;3;2020;099902
Paula Forteza;0;0;10;0;1;0;0;1;1;0;0;0;1;4;2020;099902
Paula Forteza;1;3;37;0;1;6;2;0;0;0;0;0;1;5;2020;099902
Paula Forteza;10;32;175;0;3;12;0;0;2;0;1;0;4;6;2020;099902
Paula Forteza;5;5;69;0;4;15;1;1;6;3;0;0;4;7;2020;099902
Paula Forteza;0;0;0;0;0;0;0;1;3;0;0;0;0;8;2020;099902
Paula Forteza;26;43;253;0;5;14;2;0;6;0;0;0;3;9;2020;099902
Paula Forteza;10;23;384;0;5;0;0;0;2;0;0;1;4;10;2020;099902
Paula Forteza;7;33;257;0;0;20;4;0;0;0;0;0;2;11;2020;099902
Paula Forteza;3;0;70;0;0;0;0;0;0;4;0;0;0;12;2020;099902
Paula Forteza;7;6;117;0;0;0;0;0;1;0;0;0;0;1;2021;099902
Paula Forteza;12;3;188;0;0;6;0;0;1;0;1;0;1;2;2021;099902
Paula Forteza;27;93;624;0;0;0;0;0;0;2;0;0;1;3;2021;099902
Paula Forteza;0;0;33;0;0;0;0;0;0;0;0;0;0;4;2021;099902
Paula Forteza;7;72;183;0;0;0;0;0;0;3;0;0;0;5;2021;099902
Paula Forteza;1;22;116;0;0;0;0;0;0;2;0;0;0;6;2021;099902
Paula Forteza;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;099902
Paula Forteza;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;099902
Paula Forteza;0;12;50;0;0;0;0;0;0;2;0;0;0;9;2021;099902
Paula Forteza;0;58;304;0;0;0;0;0;2;1;0;0;0;10;2021;099902
Paula Forteza;4;9;118;0;0;0;0;1;1;0;0;0;0;11;2021;099902
Paula Forteza;0;30;76;0;0;0;0;0;1;1;0;0;0;12;2021;099902
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2017;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2017;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2017;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2017;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2017;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2017;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2017;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2018;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2018;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2018;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2018;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2018;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2018;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2018;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2018;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2018;9101
Francis Chouat;0;0;1;0;0;0;0;0;0;0;0;0;0;10;2018;9101
Francis Chouat;0;0;0;0;1;5;0;0;0;0;1;0;1;11;2018;9101
Francis Chouat;24;0;35;0;3;17;0;0;2;0;0;0;3;12;2018;9101
Francis Chouat;17;1;34;1;7;0;4;0;1;0;0;0;2;1;2019;9101
Francis Chouat;10;0;35;0;3;2;2;0;2;1;0;0;3;2;2019;9101
Francis Chouat;26;2;58;2;6;0;0;0;3;0;0;0;4;3;2019;9101
Francis Chouat;2;0;3;1;3;2;4;0;1;0;0;0;3;4;2019;9101
Francis Chouat;18;3;48;0;6;0;9;0;3;0;0;0;4;5;2019;9101
Francis Chouat;32;0;42;1;6;2;0;0;4;0;1;1;3;6;2019;9101
Francis Chouat;15;0;20;0;7;0;1;0;2;0;0;0;4;7;2019;9101
Francis Chouat;0;0;0;0;12;0;0;0;0;0;0;0;1;8;2019;9101
Francis Chouat;18;4;32;2;18;1;0;0;2;1;0;0;4;9;2019;9101
Francis Chouat;19;0;54;11;10;27;6;0;1;0;1;1;5;10;2019;9101
Francis Chouat;54;0;69;5;4;0;1;0;3;0;0;0;4;11;2019;9101
Francis Chouat;25;0;36;0;2;0;1;0;2;0;0;0;3;12;2019;9101
Francis Chouat;9;0;14;0;3;0;0;0;2;0;0;0;3;1;2020;9101
Francis Chouat;1;0;44;1;2;0;1;0;1;0;0;0;2;2;2020;9101
Francis Chouat;0;0;0;0;1;0;0;0;0;0;0;0;1;3;2020;9101
Francis Chouat;5;0;20;0;3;0;0;0;0;0;0;0;2;4;2020;9101
Francis Chouat;7;0;24;0;0;0;0;0;2;0;0;0;0;5;2020;9101
Francis Chouat;25;0;39;0;7;0;0;0;1;0;0;0;2;6;2020;9101
Francis Chouat;7;0;12;0;1;0;1;0;0;0;0;1;4;7;2020;9101
Francis Chouat;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2020;9101
Francis Chouat;66;19;96;0;5;12;1;0;1;0;1;0;3;9;2020;9101
Francis Chouat;32;2;62;0;1;26;10;0;1;0;0;1;5;10;2020;9101
Francis Chouat;33;5;48;0;0;1;4;0;0;0;0;0;4;11;2020;9101
Francis Chouat;12;0;20;0;0;0;1;0;1;0;0;0;3;12;2020;9101
Francis Chouat;28;15;80;0;0;0;0;0;5;0;0;0;0;1;2021;9101
Francis Chouat;14;0;22;0;0;29;23;0;0;0;0;0;3;2;2021;9101
Francis Chouat;83;0;102;0;0;0;0;0;0;0;0;0;2;3;2021;9101
Francis Chouat;0;0;10;0;0;0;7;0;0;0;0;0;2;4;2021;9101
Francis Chouat;49;0;59;0;0;0;0;0;0;0;0;0;0;5;2021;9101
Francis Chouat;48;2;63;0;0;0;0;0;0;0;0;0;0;6;2021;9101
